Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
Bidpractice/Set6,23,S:A8 H:KQ4 D:AKQJ86 C:K4,S:JT64 H:T3 D:54 C:QT987,S:K72 H:A975 D:T72 C:A53,S:Q953 H:J862 D:93 C:J62,auction_calm
Bidpractice/Set6,24,S:973 H:62 D:QJ9863 C:A4,S:KQ652 H:J973 D:5 C:986,S:8 H:AKQ5 D:AK72 C:KQJ3,S:AJT4 H:T84 D:T4 C:T752,auction_calm
Bidpractice/Set7,1,S:AKQ983 H:2 D:AK C:KQJ8,S:65 H:J96 D:J764 C:AT96,S:J742 H:KQ54 D:82 C:753,S:T H:AT873 D:QT953 C:42,auction_calm
Bidpractice/Set7,2,S:J3 H:AQT86 D:T3 C:JT74,S:KQ972 H:752 D:752 C:95,S:A64 H:KJ9 D:AKQJ9 C:KQ,S:T85 H:43 D:864 C:A8632,auction_calm
Bidpractice/Set7,3,S:A97 H:QJ42 D:KQ86 C:A5,S:JT642 H:AT73 D:T73 C:8,S:KQ H:K6 D:A4 C:KQJ9732,S:853 H:985 D:J952 C:T64,auction_calm
Bidpractice/Set7,4,S:AKQ643 H:K5 D:K73 C:AK,S:87 H:T8 D:J842 C:J7654,S:J952 H:AJ743 D:AQ C:98,S:T H:Q962 D:T965 C:QT32,auction_calm
Bidpractice/Set7,5,S:AK2 H:KQ65 D:KQJ C:KJ6,S:T964 H:3 D:T65 C:A9754,S:J73 H:AJT98 D:832 C:Q8,S:Q85 H:742 D:A974 C:T32,auction_calm
Bidpractice/Set7,6,S:A63 H:KT7 D:A94 C:Q987,S:JT85 H:QJ942 D:62 C:J4,S:KQ4 H:A8 D:KQJT73 C:K5,S:972 H:653 D:85 C:AT632,auction_calm
Bidpractice/Set7,7,S:KQ85 H:J63 D:87 C:AQJ4,S:74 H:KT7 D:K542 C:9876,S:AJ963 H:A4 D:AQJ6 C:K5,S:T2 H:Q9852 D:T93 C:T32,auction_calm
Bidpractice/Set7,8,S:A64 H:QJ9874 D:J983 C:,S:T9832 H:6 D:A65 C:J942,S:KQJ H:AKT D:KQ2 C:KQ73,S:75 H:532 D:T74 C:AT865,auction_calm
Bidpractice/Set7,9,S:K5 H:AKT753 D:K7 C:J96,S:JT76 H:4 D:J42 C:A8542,S:A842 H:QJ86 D:A9863 C:,S:Q93 H:92 D:QT5 C:KQT73,auction_calm
Bidpractice/Set7,10,S: H:A975 D:K9864 C:J932,S:QJ9742 H:82 D:Q75 C:A4,S:K53 H:KQJT3 D:A C:KQT6,S:AT86 H:64 D:JT32 C:875,auction_calm
Bidpractice/Set7,11,S:A9864 H:AKQ D:7 C:KJ63,S:JT H:T543 D:KQJT4 C:T5,S:K753 H:J87 D:A865 C:74,S:Q2 H:962 D:932 C:AQ982,auction_calm
Bidpractice/Set7,12,S:Q753 H:T942 D:A8 C:KJ4,S:K982 H:A D:T9653 C:732,S: H:KQJ863 D:KJ2 C:AQ65,S:AJT64 H:75 D:Q74 C:T98,auction_calm
Bidpractice/Set7,13,S:K62 H:AT9 D:AK3 C:AK84,S:T9843 H:Q86 D:6 C:JT92,S:A7 H:K3 D:QJ98742 C:76,S:QJ5 H:J7542 D:T5 C:Q53,auction_calm
Bidpractice/Set7,14,S:J8 H:J72 D:85 C:AKQT96,S:76532 H:A95 D:T642 C:2,S:AKQ H:KQ6 D:KQ3 C:J875,S:T94 H:T843 D:AJ97 C:43,auction_calm
Bidpractice/Set7,15,S:K75 H:Q96 D:A983 C:AQ7,S:42 H:A542 D:QT742 C:94,S:AQ6 H:K73 D:K6 C:KT653,S:JT983 H:JT8 D:J5 C:J82,auction_calm
Bidpractice/Set7,16,S:KQJ4 H:K6 D:K4 C:KQJT5,S:2 H:T932 D:QT8752 C:74,S:A876 H:QJ7 D:AJ3 C:A82,S:T953 H:A854 D:96 C:963,auction_calm
Bidpractice/Set7,17,S:AK H:AQT96 D:AQJ3 C:AK,S:643 H:2 D:T9854 C:QJ95,S:972 H:KJ53 D:K7 C:7642,S:QJT85 H:874 D:62 C:T83,auction_calm
Bidpractice/Set7,18,S:A62 H:AT4 D:K75 C:K862,S:T9843 H:Q86 D:82 C:T93,S:K7 H:K9 D:AQJT4 C:AQJ7,S:QJ5 H:J7532 D:963 C:54,auction_calm
Bidpractice/Set7,19,S:6 H:K4 D:KJ974 C:AQJ92,S:JT832 H:AJT985 D:2 C:5,S:AK5 H:7 D:QT653 C:KT84,S:Q974 H:Q632 D:A8 C:763,auction_calm
Bidpractice/Set7,20,S:K4 H:KQT95 D:A76 C:A54,S:T5 H:32 D:KT98 C:QT962,S:AQJ73 H:AJ86 D:53 C:87,S:9862 H:74 D:QJ42 C:KJ3,auction_calm
Bidpractice/Set7,21,S:A62 H:KQJ7 D:6 C:KQJT9,S:84 H:8 D:KQJT752 C:863,S:K53 H:AT952 D:A94 C:A4,S:QJT97 H:643 D:83 C:752,auction_calm
Bidpractice/Set7,22,S:87 H:Q974 D:KQ5 C:AT83,S:T943 H: D:AT984 C:7654,S:AKQ5 H:AJ652 D:6 C:KQJ,S:J62 H:KT83 D:J732 C:92,auction_calm
Bidpractice/Set7,23,S:AJ6 H:K5 D:AQ62 C:A974,S:73 H:T D:JT9854 C:QJ85,S:K42 H:AQJ8742 D:K C:K3,S:QT985 H:963 D:73 C:T62,auction_calm
Bidpractice/Set7,24,S:Q63 H:AT7 D:952 C:AT86,S:98742 H:J85 D:84 C:972,S:AK H:KQ4 D:KQJ3 C:KQJ5,S:JT5 H:9632 D:AT76 C:43,auction_calm
Bidpractice/Set8,1,S:KQJ96 H:4 D:KQJ7 C:AKQ,S:752 H:JT952 D:A84 C:94,S:A84 H:A873 D:T95 C:752,S:T3 H:KQ6 D:632 C:JT863,auction_calm
Bidpractice/Set8,2,S:KJ H:QJ85 D:QT97 C:Q42,S:9854 H:A3 D:654 C:9763,S:AQ7 H:KT742 D:KJ3 C:AK,S:T632 H:96 D:A82 C:JT85,auction_calm
Bidpractice/Set8,3,S:KT74 H:KQJ84 D:A6 C:A3,S:J H:T32 D:J854 C:T8762,S:AQ8632 H:5 D:KQ7 C:KQ5,S:95 H:A976 D:T932 C:J94,auction_calm
Bidpractice/Set8,4,S:A75 H:QT83 D:A854 C:92,S:KQJT94 H:2 D:KJ97 C:54,S:6 H:AK9754 D:6 C:KQJT3,S:832 H:J6 D:QT32 C:A876,auction_calm
Bidpractice/Set8,5,S:AK9842 H:KQT6 D:84 C:A,S: H:843 D:QJ97 C:QJ9863,S:QJ73 H:AJ5 D:T632 C:K4,S:T65 H:972 D:AK5 C:T752,auction_calm
Bidpractice/Set8,6,S:AJ7 H:J6 D:QJT87 C:A64,S:K85432 H:3 D:2 C:JT952,S:6 H:KQ872 D:AK963 C:KQ,S:QT9 H:AT954 D:54 C:873,auction_calm
Bidpractice/Set8,7,S:KQ7 H:J6 D:A64 C:QJT87,S:AJT982 H:5 D:JT873 C:4,S:6 H:KQ872 D:KQ C:AK963,S:543 H:AT943 D:952 C:52,auction_calm
Bidpractice/Set8,8,S:KQJ8752 H:4 D:K6 C:AK5,S: H:K87 D:T98743 C:T863,S:A96 H:QJT3 D:AQJ C:QJ9,S:T43 H:A9652 D:52 C:742,auction_calm
Bidpractice/Set8,9,S:AJT5 H:AK D:K5 C:AKQJ4,S:62 H:T9 D:AJT972 C:T85,S:KQ8743 H:Q75 D: C:9762,S:9 H:J86432 D:Q8643 C:3,auction_calm
Bidpractice/Set8,10,S:A6 H:AQ8752 D:KQ3 C:87,S:742 H: D:JT9854 C:AJ53,S:KQ3 H:KT93 D:A6 C:KQ96,S:JT985 H:J64 D:72 C:T42,auction_calm
Bidpractice/Set8,11,S:AQ64 H:AKQ D:A5 C:KJ63,S: H:T762 D:QJT742 C:T85,S:KT7532 H:8 D:K86 C:AQ4,S:J98 H:J9543 D:93 C:972,auction_calm
Bidpractice/Set8,12,S:AK753 H:8 D:KQ72 C:KQ4,S:2 H:KT542 D:T863 C:T83,S:Q86 H:QJ3 D:AJ5 C:AJ65,S:JT94 H:A976 D:94 C:972,auction_calm
Bidpractice/Set8,13,S:K93 H:AT6 D:A9862 C:K9,S:T H:Q543 D:T75 C:J7642,S:AQJ652 H:K82 D:Q C:A85,S:874 H:J97 D:KJ43 C:QT3,auction_calm
Bidpractice/Set8,14,S:AK H:QJ3 D:AKQ5 C:A962,S:T87432 H:6 D:J4 C:QJT3,S:95 H:AK98742 D:73 C:87,S:QJ6 H:T5 D:T9862 C:K54,auction_calm
Bidpractice/Set8,15,S:QT875 H:K6 D:AK3 C:AKJ,S:K2 H:T754 D:JT985 C:84,S:J9643 H:AQ3 D:Q7 C:Q53,S:A H:J982 D:642 C:T9762,auction_calm
Bidpractice/Set8,16,S:KQ5 H:AQ96 D:764 C:K96,S:9843 H:3 D:AJT8 C:8743,S:AJ6 H:K75 D:KQ53 C:AJ5,S:T72 H:JT842 D:92 C:QT2,auction_calm
Bidpractice/Set8,17,S:K5 H:AK9762 D:K8 C:764,S:QJT863 H: D:T94 C:AK32,S:A972 H:QJ53 D:QJ753 C:,S:4 H:T84 D:A62 C:QJT985,auction_calm
Bidpractice/Set8,18,S:AK63 H:KQT4 D:KQ85 C:2,S:J54 H:763 D:J97 C:T653,S:Q982 H:A95 D:A64 C:KQJ,S:T7 H:J82 D:T32 C:A9874,auction_calm
Bidpractice/Set8,19,S:AK63 H:KQT4 D:KQ85 C:2,S:Q4 H:632 D:763 C:97653,S:J982 H:A95 D:AJ4 C:KQJ,S:T75 H:J87 D:T92 C:AT84,auction_calm
Bidpractice/Set8,20,S:AK4 H:J95 D:AK76 C:A54,S:QJT985 H: D:QJ942 C:32,S:732 H:AKQ864 D:53 C:87,S:6 H:T732 D:T8 C:KQJT96,auction_calm
Bidpractice/Set8,21,S:AQJ862 H:KQ7 D:KQJ C:A,S: H:J86 D:T9762 C:KJT83,S:K53 H:A952 D:854 C:654,S:T974 H:T43 D:A3 C:Q972,auction_calm
Bidpractice/Set8,22,S:A72 H:Q74 D:985 C:9843,S:T64 H:T98 D:AQJ3 C:762,S:KQJ5 H:AK652 D:6 C:AKQ,S:983 H:J3 D:KT742 C:JT5,auction_calm
Bidpractice/Set8,23,S:A72 H:J9874 D:85 C:843,S:T9864 H:Q D:QJ943 C:52,S:KQJ5 H:AK652 D:6 C:AKQ,S:3 H:T3 D:AKT72 C:JT976,auction_calm
Bidpractice/Set8,24,S:AK963 H:AJ75 D:KQ2 C:6,S:Q4 H:32 D:A986 C:J9742,S:85 H:KQ964 D:73 C:AK85,S:JT72 H:T8 D:JT54 C:QT3,auction_calm
Bidpractice/Set9,1,S:A73 H:QJT82 D:K86 C:Q4,S:QJT985 H: D:QJ954 C:62,S:K42 H:AK75 D:A2 C:8753,S:6 H:9643 D:T73 C:AKJT9,auction_calm
Bidpractice/Set9,2,S:K854 H:KQ84 D:T52 C:KQ,S:Q32 H:JT D:KJ843 C:J86,S:AJT96 H:A62 D:AQ C:T52,S:7 H:9753 D:976 C:A9743,auction_calm
Bidpractice/Set9,3,S:AJT762 H:KT D:AJ6 C:J4,S:4 H:8742 D:T532 C:AQ85,S:KQ53 H:QJ5 D:KQ C:9732,S:98 H:A963 D:9874 C:KT6,auction_calm
Bidpractice/Set9,4,S:K9652 H:A76 D:Q5 C:KQ8,S:T H:T984 D:T972 C:AT64,S:AQJ743 H:KQJ5 D:J3 C:7,S:8 H:32 D:AK864 C:J9532,auction_calm
Bidpractice/Set9,5,S:K9652 H:A76 D:A5 C:Q98,S:T H:T984 D:T972 C:AJ64,S:AQJ743 H:KQJ5 D:J3 C:7,S:8 H:32 D:KQ864 C:KT532,auction_calm
Bidpractice/Set9,6,S:KQ H:K875 D:A9 C:KQT92,S:T974 H:3 D:T8652 C:AJ7,S:A5 H:AJT962 D:KQ7 C:63,S:J8632 H:Q4 D:J43 C:854,auction_calm
Bidpractice/Set9,7,S:AQT64 H:KQJ7 D:KJ C:J5,S: H:8642 D:AT7642 C:842,S:KJ972 H:A95 D:Q5 C:KQT,S:853 H:T3 D:983 C:A9763,auction_calm
Bidpractice/Set9,8,S:A763 H:AQ84 D:94 C:KQ2,S:T42 H:T9 D:AKT32 C:J96,S:KQJ85 H:KJ7 D:Q85 C:84,S:9 H:6532 D:J76 C:AT753,auction_calm
Bidpractice/Set9,9,S:Q84 H:AK842 D:4 C:KJ95,S:K3 H:5 D:98632 C:AQT87,S:A765 H:QJT7 D:KQ75 C:4,S:JT92 H:963 D:AJT C:632,auction_calm
Bidpractice/Set9,10,S:KJ75 H:K6 D:KQ98 C:J83,S:2 H:9842 D:A53 C:AT752,S:AQ9864 H:QJ7 D:J2 C:KQ,S:T3 H:AT53 D:T764 C:964,auction_calm
Bidpractice/Set9,11,S:KQ H:AJT976 D:97 C:A96,S:J7654 H: D:QJ832 C:QT5,S:A983 H:KQ83 D:AK4 C:72,S:T2 H:542 D:T65 C:KJ843,auction_calm
Bidpractice/Set9,12,S:K763 H:J83 D:KQ C:AK83,S:J H:T62 D:AJT7643 C:T6,S:AQ984 H:AK4 D:98 C:QJ2,S:T52 H:Q975 D:52 C:9754,auction_calm
Bidpractice/Set9,13,S:KQJ H:KQJ84 D:94 C:J65,S:A9876 H:76 D:K763 C:T7,S:3 H:A953 D:AJT2 C:KQ94,S:T542 H:T2 D:Q85 C:A832,auction_calm
Bidpractice/Set9,14,S:764 H:KQJ84 D:K4 C:A65,S:QJ52 H:T6 D:Q763 C:832,S:3 H:A953 D:AJT2 C:KQ94,S:AKT98 H:72 D:985 C:JT7,auction_calm
Bidpractice/Set9,15,S:A75 H:QJT76 D:J8 C:KQ3,S:J9864 H:43 D:AT92 C:97,S:KQ H:AK8 D:7543 C:JT65,S:T32 H:952 D:KQ6 C:A842,auction_calm
Bidpractice/Set9,16,S:KQJ H:A873 D:62 C:AJ92,S:AT542 H:4 D:T9875 C:76,S:3 H:KJ9652 D:KQJ C:KQ5,S:9876 H:QT D:A43 C:T843,auction_calm
Bidpractice/Set9,17,S:6 H:AK972 D:87 C:KQ865,S:KT875 H:65 D:A542 C:T7,S:AQ9 H:QJ83 D:QJ96 C:J2,S:J432 H:T4 D:KT3 C:A943,auction_calm
Bidpractice/Set9,18,S:QJ84 H:K875 D:AJ4 C:64,S: H:QT632 D:Q863 C:K952,S:AK9765 H:J9 D:K75 C:AQ,S:T32 H:A4 D:T92 C:JT873,auction_calm
Bidpractice/Set9,19,S:KQ954 H:AQ8 D:Q97 C:QJ,S: H:96532 D:J654 C:A842,S:JT863 H:KJ7 D:AK3 C:K5,S:A72 H:T4 D:T82 C:T9763,auction_calm
Bidpractice/Set9,20,S:KJ96 H:KQ98 D:Q94 C:A5,S: H:T7642 D:A875 C:J842,S:AQ8752 H:A3 D:J62 C:KQ,S:T43 H:J5 D:KT3 C:T9763,auction_calm
Bidpractice/Set9,21,S:KJ84 H:AK943 D:A96 C:7,S:2 H:6 D:J73 C:K9865432,S:AQ963 H:QJ75 D:KQ C:QJ,S:T75 H:T82 D:T8542 C:AT,auction_calm
Bidpractice/Set9,22,S:K973 H:A42 D:AK82 C:K8,S:T H:Q963 D:QJT965 C:J5,S:AQJ86 H:85 D:3 C:AQ963,S:542 H:KJT7 D:74 C:T742,auction_calm
Bidpractice/Set9,23,S:A95 H:KQJ72 D:AQ C:964,S:T7643 H:4 D:J92 C:AQT5,S:KQJ H:AT93 D:K8754 C:8,S:82 H:865 D:T63 C:KJ732,auction_calm
Bidpractice/Set9,24,S:AJ53 H:A6 D:KJ72 C:874,S: H:98743 D:Q654 C:AJ62,S:KQ9762 H:KQJ2 D:A8 C:5,S:T84 H:T5 D:T93 C:KQT93,auction_calm
Blackwood,1,S:9 H:QJT75 D:AKQ3 C:KQ4,S:T8432 H:83 D:64 C:A952,S:AK H:K942 D:JT85 C:863,S:QJ765 H:A6 D:972 C:JT7,auction_calm
Blackwood,2,S:K95 H:A7 D:KQ3 C:KQJ64,S:432 H:T9843 D:J5 C:T52,S:QJ8 H:KQ2 D:AT986 C:A9,S:AT76 H:J65 D:742 C:873,auction_calm
Blackwood,3,S:AQJ H:QJT5 D:975 C:KQJ,S:632 H:A8643 D: C:98652,S:K8 H:K2 D:KQJT843 C:A3,S:T9754 H:97 D:A62 C:T74,auction_calm
Blackwood,4,S:KQ7 H:A65 D:QT83 C:KJ4,S:432 H:874 D:A974 C:962,S:A98 H:KQJT D:KJ6 C:AQ3,S:JT65 H:932 D:52 C:T875,auction_calm
Blackwood,5,S:84 H:AJT863 D:63 C:A75,S:QJ952 H:5 D:8 C:KJT943,S:AK H:K942 D:KQJT54 C:8,S:T763 H:Q7 D:A972 C:Q62,auction_calm
Blackwood,6,S:K5 H:A985 D:AQ C:KQJ54,S:T32 H:632 D:532 C:A972,S:A986 H:KQJT D:KT86 C:3,S:QJ74 H:74 D:J974 C:T86,auction_calm
Blackwood,7,S:QT6 H:AQ5 D:T87 C:AQ52,S:J42 H:987632 D:A2 C:97,S:AK H:KT D:KQJ94 C:KT83,S:98753 H:J4 D:653 C:J64,auction_calm
Blackwood,8,S:T92 H:AKQT5 D:AK C:KQJ,S:5 H:9842 D:Q532 C:T852,S:AQJ873 H:6 D:T86 C:A63,S:K64 H:J73 D:J974 C:974,auction_calm
Blackwood,9,S:642 H:AQ9742 D: C:8542,S:QT987 H:6 D:A9652 C:QT,S:AK H:K853 D:KQJ4 C:A93,S:J53 H:JT D:T873 C:KJ76,auction_calm
Blackwood,10,S:KQ4 H:KQJ3 D:KQJ5 C:AK,S:832 H:T76 D:42 C:JT852,S:AT7 H:952 D:AT86 C:Q63,S:J965 H:A84 D:973 C:974,auction_calm
Blackwood,11,S:AT H:AK76 D:A85 C:AKJ5,S:5 H:JT842 D:62 C:QT842,S:KQJ8643 H:3 D:KQJ4 C:7,S:972 H:Q95 D:T973 C:963,auction_calm
Blackwood,12,S:AQJ2 H:KQJ D:J6 C:KQJ8,S:7 H:T7543 D:Q9853 C:T5,S:KT983 H:2 D:AKT4 C:A73,S:654 H:A986 D:72 C:9642,auction_calm
Blackwood,13,S:QT92 H:AJ43 D:Q7 C:QT6,S:7 H:T5 D:A5432 C:J9875,S:AKJ83 H:KQ76 D:98 C:AK,S:654 H:982 D:KJT6 C:432,auction_calm
Blackwood,14,S:Q85 H:AK4 D:KJT C:KT43,S:976 H:7 D:876532 C:A52,S:AK43 H:QJ86 D:A9 C:QJ6,S:JT2 H:T9532 D:Q4 C:987,auction_calm
Blackwood,15,S:964 H:AJ953 D:AQJ3 C:7,S:752 H: D:K542 C:QT9832,S:KQJ83 H:K8764 D:7 C:AK,S:AT H:QT2 D:T986 C:J654,auction_calm
Blackwood,16,S:KQ72 H:Q4 D:AQ84 C:A52,S:9 H:JT975 D:T92 C:Q743,S:AT643 H:K8 D:KJ5 C:KJ6,S:J85 H:A632 D:763 C:T98,auction_calm
Blackwood,17,S:KQJ H:AJ4 D:AT53 C:JT8,S:9742 H:T9 D: C:KQ76542,S:A53 H:KQ5 D:KQJ874 C:9,S:T86 H:87632 D:962 C:A3,auction_calm
Blackwood,18,S:KT742 H:AK D:A C:KJ863,S: H:QT7532 D: C:AQT9752,S:AQJ9853 H:964 D:873 C:,S:6 H:J8 D:KQJT96542 C:4,auction_calm
Blackwood,19,S:KQJ H:J97 D:KQJ C:AQJ7,S:T986542 H: D:A8763 C:2,S:A7 H:KQT86543 D:4 C:K6,S:3 H:A2 D:T952 C:T98543,auction_calm
Blackwood,20,S:KJ H:AK7532 D:K6 C:873,S:QT9765 H:T D:J532 C:K2,S:A843 H:QJ986 D:A984 C:,S:2 H:4 D:QT7 C:AQJT9654,auction_calm
Cue-bid,1,S:AQ876 H:73 D:KQJ7 C:Q2,S:J54 H:AQJ852 D:9 C:A63,S:KT93 H:64 D:A64 C:KJ98,S:2 H:KT9 D:T8532 C:T754,auction_1s_2h
Cue-bid,2,S:KQ63 H:A873 D:Q8 C:842,S:5 H:JT52 D:T65432 C:Q3,S:AT984 H:964 D:AK7 C:A5,S:J72 H:KQ D:J9 C:KJT976,auction_1s_2c
Cue-bid,3,S:742 H:AK654 D:AJ3 C:43,S:AKQJT93 H:8 D:9875 C:5,S:85 H:Q973 D:KQ4 C:QJ92,S:6 H:JT2 D:T62 C:AKT876,auction_1h_1s
Cue-bid,4,S:A3 H:Q874 D:J62 C:8742,S:JT8 H:T D:KQT83 C:QJ53,S:964 H:AKJ53 D:974 C:AK,S:KQ752 H:962 D:A5 C:T96,auction_1h_1s
Cue-bid,5,S:AQ876 H:73 D:KQJ7 C:92,S:5 H:KQT985 D:982 C:KQ5,S:KT93 H:64 D:A64 C:T863,S:J42 H:AJ2 D:T53 C:AJ74,auction_1s_2h
Cue-bid,6,S:843 H:KT64 D:AQ5 C:Q93,S:QT9 H:A D:T9862 C:JT42,S:J6 H:QJ975 D:J74 C:AK5,S:AK752 H:832 D:K3 C:876,auction_1h_1s
Cue-bid,7,S:AKT94 H:853 D:653 C:K9,S:73 H:KQT6 D:T87 C:J754,S:QJ86 H:7 D:AKQ4 C:8632,S:52 H:AJ942 D:J92 C:AQT,auction_1h
Cue-bid,8,S:JT98 H:J94 D:A862 C:AJ,S:53 H:762 D:T973 C:7642,S:AKQ642 H:8 D:KQ4 C:KQ5,S:7 H:AKQT53 D:J5 C:T983,auction_1s_2h
Cue-bid,9,S:QJ74 H:KQJT2 D:873 C:T,S:K32 H:653 D:AJT C:9763,S:86 H:A984 D:9654 C:AQJ,S:AT95 H:7 D:KQ2 C:K8542,auction_1c
Cue-bid,9,S:QJ74 H:KQJT2 D:873 C:T,S:A9532 H:65 D:JT C:K954,S:86 H:A984 D:9654 C:AQJ,S:KT H:73 D:AKQ2 C:87632,auction_1c_1h_1s
Cue-bid,10,S:A73 H:AK853 D:A6 C:974,S:J4 H:4 D:K32 C:AKQJT86,S:KQT6 H:QJ976 D:QJ75 C:,S:9852 H:T2 D:T984 C:532,auction_1h_2c
DONT,1,S:A932 H:JT6 D:73 C:KQ65,S:KJ86 H:A4 D:K84 C:AT74,S:54 H:KQ982 D:AJT96 C:3,S:QT7 H:753 D:Q52 C:J982,auction_1nt
DONT,2,S:A92 H:AKJT63 D:73 C:65,S:J873 H:75 D:Q942 C:AT2,S:654 H:982 D:A865 C:973,S:KQT H:Q4 D:KJT C:KQJ84,auction_1nt
DONT,3,S:KJ9 H:A4 D:Q872 C:A965,S:632 H:6 D:JT96 C:KQJ32,S:QT854 H:QT982 D:53 C:7,S:A7 H:KJ753 D:AK4 C:T84,auction_1nt
DONT,4,S:A975 H:63 D:KQ752 C:65,S:Q42 H:AQ94 D:A3 C:K842,S:83 H:KJ82 D:964 C:AQ73,S:KJT6 H:T75 D:JT8 C:JT9,auction_1nt
DONT,5,S:QJ4 H:74 D:Q75 C:AJ962,S:AK962 H:A53 D:KT C:K84,S:T75 H:KQJ982 D:A96 C:3,S:83 H:T6 D:J8432 C:QT75,auction_1nt
DONT,6,S:T7 H:AJ9742 D:A82 C:KQ,S:K5 H:83 D:J765 C:A7653,S:QJ98643 H:65 D:94 C:T2,S:A2 H:KQT D:KQT3 C:J984,auction_1nt
DONT,7,S:AJ97 H:J73 D:KQ5 C:QJ4,S:QT652 H: D:742 C:A9862,S:4 H:KQ9862 D:863 C:T75,S:K83 H:AT54 D:AJT9 C:K3,auction_1nt
DONT,8,S:K2 H:63 D:753 C:KJ9653,S:T96 H:K4 D:AKJ82 C:A42,S:A873 H:J852 D:Q964 C:Q,S:QJ54 H:AQT97 D:T C:T87,auction_1nt
DONT,9,S:J4 H:KQJT743 D:75 C:62,S:AT72 H:A95 D:AK3 C:QT7,S:85 H:82 D:T96 C:AKJ983,S:KQ963 H:6 D:QJ842 C:54,auction_1nt
DONT,10,S:KQJ83 H:AT764 D:6 C:K8,S:A942 H:93 D:832 C:T542,S:7 H:QJ82 D:KQT74 C:973,S:T65 H:K5 D:AJ95 C:AQJ6,auction_1nt
DONT,11,S:KJ96 H:K973 D:AQ65 C:8,S:87 H:JT2 D:JT73 C:J642,S:AT32 H:64 D:98 C:KT975,S:Q54 H:AQ85 D:K42 C:AQ3,auction_1nt
DONT,12,S:KT8652 H:J63 D:T5 C:87,S:Q4 H:A54 D:K9742 C:KQJ,S:AJ73 H:KQ9 D:AQ86 C:63,S:9 H:T872 D:J3 C:AT9542,auction_1nt
DONT,13,S:A864 H:QT87 D:K642 C:Q,S:QJ H:AK63 D:AJ8 C:7652,S:75 H:52 D:Q95 C:AKJ983,S:KT932 H:J94 D:T73 C:T4,auction_1nt
DONT,14,S:KQ985 H:64 D:86 C:KQ92,S:43 H:J982 D:AQ3 C:J764,S:A76 H:QT53 D:J742 C:85,S:JT2 H:AK7 D:KT95 C:AT3,auction_1nt
DONT,15,S:87 H:KQJT87 D:965 C:83,S:T95 H:5 D:QJT732 C:A42,S:AK632 H:94 D:8 C:KQ975,S:QJ4 H:A632 D:AK4 C:JT6,auction_1nt
DONT,16,S:Q9742 H:KT94 D:75 C:42,S:KJT6 H:AQ32 D:KT C:AT5,S:A3 H:J65 D:AQ86 C:K863,S:85 H:87 D:J9432 C:QJ97,auction_1nt
DONT,17,S:T64 H:JT83 D:AJ8 C:A75,S:A83 H:AQ94 D:KT6 C:Q92,S:KQJ975 H:52 D:Q95 C:83,S:2 H:K76 D:7432 C:KJT64,auction_1nt
DONT,18,S:8653 H:Q92 D:754 C:Q63,S:KQ H:8643 D:AKT C:KJ98,S:AJT H:KJ7 D:QJ96 C:AT7,S:9742 H:AT5 D:832 C:542,auction_1nt
DONT,19,S:J64 H:AT865 D:KQ9 C:K4,S:8 H:KQ732 D:J2 C:JT832,S:KQT932 H:9 D:864 C:975,S:A75 H:J4 D:AT753 C:AQ6,auction_1nt
DONT,20,S:QT742 H:KT974 D:5 C:42,S:AK6 H:QJ3 D:T2 C:AQ975,S:J93 H:A65 D:AQ86 C:K83,S:85 H:82 D:KJ9743 C:JT6,auction_1nt
Drury,1,S:K43 H:AQJ54 D:63 C:T95,S:JT982 H:9 D:AQT98 C:AJ,S:A5 H:KT83 D:K752 C:843,S:Q76 H:762 D:J4 C:KQ762,auction_calm
Drury,2,S:Q874 H:A53 D:KQ3 C:T82,S:T32 H:K72 D:85 C:KQJ73,S:AKJ95 H:Q94 D:76 C:965,S:6 H:JT86 D:AJT942 C:A4,auction_calm
Drury,3,S:AK952 H:K83 D:QJ C:752,S:6 H:QJ965 D:A2 C:QJT63,S:QJT7 H:A4 D:KT953 C:94,S:843 H:T72 D:8764 C:AK8,auction_calm
Drury,4,S:A94 H:AJ7 D:KT83 C:T82,S:Q86 H:954 D:A2 C:J9643,S:752 H:KQT63 D:QJ9 C:A7,S:KJT3 H:82 D:7654 C:KQ5,auction_calm
Drury,5,S:Q84 H:AKJ53 D:82 C:A74,S:AJ952 H: D:KJ95 C:J652,S:7 H:Q9864 D:T743 C:K83,S:KT63 H:T72 D:AQ6 C:QT9,auction_calm
Drury,6,S:T642 H:KQ5 D:86 C:AQ93,S:A3 H:JT62 D:54 C:JT652,S:QJ9875 H:A4 D:KQJ C:87,S:K H:9873 D:AT9732 C:K4,auction_calm
Drury,7,S:KT843 H:J53 D:J76 C:AK,S:7 H:QT864 D:A4 C:JT832,S:QJ96 H:AK D:852 C:9765,S:A52 H:972 D:KQT93 C:Q4,auction_calm
Drury,8,S:JT96 H:Q8 D:86 C:K8653,S:2 H:J632 D:AJ954 C:QJ4,S:KQ875 H:K74 D:KQ7 C:T2,S:A43 H:AT95 D:T32 C:A97,auction_calm
FSF,1,S:KQ92 H:AT6 D:J5 C:K954,S:64 H:73 D:AQ842 C:QT72,S:A5 H:KQ982 D:T96 C:A63,S:JT873 H:J54 D:K73 C:J8,auction_calm
