Subfolder,Deal,Seat,Bid,BidSequence,NorthHand,EastHand,SouthHand,WestHand
FSF,11,West,Calm,Calm,S:KJ3 H:QT975 D:AQ96 C:6,,S:975 H:63 D:KT C:AKQJ83,
FSF,12,West,Calm,Calm,S:KQ95 H:K3 D:AJ863 C:93,,S:A863 H:AJ75 D:9 C:KQ64,
FSF,13,West,Calm,Calm,S:T94 H:KQJ62 D:6 C:AK65,,S:KQJ53 H:73 D:A94 C:Q83,
FSF,14,West,Calm,Calm,S:A7 H:AQ743 D:T82 C:JT5,,S:KT86 H:KJ9 D:6 C:AK642,
Help,1,West,Calm,Calm,S:QT6 H:T86 D:AJ4 C:J752,,S:A5 H:AQ942 D:T853 C:K3,
Help,2,West,Calm,Calm,S:KQT98 H:Q543 D:AQ C:A5,,S:J742 H:K8 D:965 C:K762,
Help,3,West,Calm,Calm,S:T853 H:KQ54 D:Q76 C:94,,S:AQJ96 H:A7 D:AK5 C:T63,
Help,4,West,Calm,Calm,S:A3 H:AQJ92 D:Q742 C:K8,,S:J42 H:K85 D:653 C:A762,
Help,5,West,Calm,Calm,S:QJ2 H:K863 D:865 C:T95,,S:K3 H:AJ972 D:AK C:J863,
Help,6,West,Calm,Calm,S:AKQ92 H:Q873 D:A4 C:Q7,,S:8753 H:6 D:KQ53 C:JT62,
Help,7,West,Calm,Calm,S:Q65 H:T864 D:AJ73 C:76,,S:AKJ84 H:2 D:K642 C:A83,
Help,8,West,Calm,Calm,S:KQ5 H:AQT75 D:AJ C:J64,,S:A62 H:KJ6 D:9653 C:Q83,
Help,9,West,Calm,Calm,S:K8 H:J742 D:K762 C:965,,S:Q543 H:KQT98 D:A5 C:AQ,
Help,10,West,Calm,Calm,S:AKQ84 H:62 D:962 C:AK8,,S:T53 H:AK53 D:853 C:QT2,
Jacoby,1,West,Calm,Calm,S:K764 H:KT6 D:A953 C:K8,,S:AQJT8 H:QJ2 D:84 C:Q53,
Jacoby,2,West,Calm,Calm,S:KQJ62 H:6 D:KJ75 C:A84,,S:AT87 H:KJ95 D:84 C:KQ3,
Jacoby,3,West,Calm,Calm,S:QJ95 H:AJ63 D:K7 C:KT4,,S:AKT87 H:KQ5 D:JT84 C:8,
Jacoby,4,West,Calm,Calm,S:AQJT8 H:K4 D:84 C:AQ83,,S:K943 H:72 D:KQJ95 C:KJ,
Jacoby,5,West,Calm,Calm,S:K973 H:J7 D:KQ65 C:KJ8,,S:AQJT85 H:K4 D:84 C:AT3,
Jacoby,6,West,Calm,Calm,S:A65 H:AT754 D:A7 C:862,,S:K3 H:KQ86 D:KQJ3 C:975,
Jacoby,7,West,Calm,Calm,S:QJ H:AJT6 D:Q52 C:KJ73,,S:73 H:KQ972 D:AKJ98 C:5,
Jacoby,8,West,Calm,Calm,S:AQ3 H:AJT953 D:6 C:K82,,S:KJ H:KQ86 D:KJT3 C:975,
Jacoby,9,West,Calm,Calm,S:3 H:QT95 D:AQ3 C:KJT83,,S:T94 H:AKJ84 D:KJT C:AQ,
Jacoby,10,West,Calm,Calm,S:K3 H:KJT974 D:KQ5 C:A9,,S:AQ62 H:AQ53 D:J98 C:T7,
Jacoby,11,West,Calm,Calm,S:AQ63 H:A9 D:T87 C:A964,,S:KJ98752 H:KQ3 D:AK C:8,
Jacoby,12,West,Calm,Calm,S:765 H:AJT96 D:KQ C:A65,,S:9 H:KQ85 D:A972 C:K743,
Jacoby,13,West,2C,1S-2C,S:A654 H:K52 D:A86 C:974,,S:KQ987 H:A96 D:KT5 C:53,
Jacoby,14,West,Calm,Calm,S:765 H:AJT96 D:KQ C:A65,,S:K H:KQ85 D:A972 C:J743,
Jacoby,15,West,Calm,Calm,S:KQJ52 H:AJT2 D:954 C:7,,S:3 H:KQ753 D:KQJ6 C:A86,
Jacoby,16,West,Calm,Calm,S:AJ8763 H:AQ7 D:KQ C:87,,S:K9542 H:K6 D:J4 C:KQ53,
Jacoby,17,West,Calm,Calm,S:AK3 H:KJ95 D:KQJ3 C:97,,S:Q74 H:AQT83 D:87 C:KQ6,
Jacoby,18,West,Calm,Calm,S:A98753 H:95 D:KQJT C:A,,S:KQJ42 H: D:9753 C:KQ84,
Jacoby,19,West,Calm,Calm,S:KQ643 H:76 D:AKQ C:KQJ,,S:AJT87 H:AQ D:J4 C:AT83,
Jacoby,20,East,1S,1H-1S,S:743 H:AT852 D:KJ C:KQ9,,S:96 H:KQJ3 D:AQ764 C:T2,
Jacoby,21,West,Calm,Calm,S:A75 H:J9865 D:AK93 C:7,,S:K92 H:AKQ74 D:7 C:A963,
Jacoby,22,West,Calm,Calm,S:AK874 H:6 D:KJ62 C:QJ6,,S:QT95 H:KQ D:AQ3 C:9875,
Jacoby,23,West,Calm,Calm,S:AK3 H:KJ95 D:J3 C:QT87,,S:QJ H:AQ8643 D:KQ C:KJ5,
Jacoby,24,West,Calm,Calm,S:AQ853 H:5 D:AJT72 C:63,,S:K9762 H:AK74 D:KQ8 C:K,
Jacoby,25,West,Calm,Calm,S:KJ64 H:KQ5 D:J4 C:AJ95,,S:AQ975 H:JT D:KQ5 C:KQT,
Leben,1,East,2H,1NT-2H,S:AQ6 H:Q73 D:A85 C:KJ94,,S:KT9753 H:64 D:9764 C:Q,
Leben,2,West,2H,1NT-2H,S:KQJ73 H:75 D:543 C:AJ7,,S:T85 H:A8 D:AK76 C:KQ93,
Leben,3,East,2D,1NT-2D,S:A96 H:Q74 D:A85 C:AK76,,S:K85 H:AKJ86 D:72 C:843,
Leben,4,West,2C,1NT-2C,S:86 H:KQJ73 D:543 C:972,,S:KQ93 H:AT85 D:AK6 C:J6,
Leben,5,East,2C,1NT-2C,S:K9 H:AQ76 D:AK92 C:T76,,S:AQT8 H:KJ95 D:J54 C:84,
Leben,6,West,2D,1NT-2D,S:76 H:KQJ7 D:T3 C:AT732,,S:KQ93 H:AT85 D:Q6 C:KQ6,
Leben,7,East,2S,1NT-2S,S:A84 H:AQJ D:KJ3 C:Q763,,S:62 H:853 D:Q98754 C:K4,
Leben,8,West,2S,1NT-2S,S:5 H:QJ9742 D:943 C:J74,,S:A87 H:K65 D:QJT6 C:KQ6,
Leben,9,East,2S,1NT-2S,S:752 H:AKQ6 D:A3 C:KT83,,S:84 H:9853 D:KQJ4 C:AQ7,
Leben,10,West,2H,1NT-2H,S:KT5 H:52 D:AQJ73 C:875,,S:A97 H:AJT D:KT6 C:KQ94,
Leben,11,East,2S,1NT-2S,S:752 H:AQ D:AK53 C:KT83,,S:AQ H:K853 D:QJ94 C:764,
Leben,12,West,2D,1NT-2D,S:J964 H:KQ73 D:AQ9 C:T3,,S:KQ8 H:AJ5 D:T6 C:KQJ94,
Leben,13,East,2H,1NT-2H,S:K95 H:AJ9 D:KQ85 C:AT2,,S:A74 H:763 D:AJ6 C:K974,
Leben,14,West,2H,1NT-2H,S:QT4 H:KJ6 D:A97 C:KT83,,S:AJ5 H:97 D:KQT83 C:AQ7,
Leben,15,East,2S,1NT-2S,S:742 H:AQ D:AK53 C:KT93,,S:AQ5 H:K83 D:QJ94 C:764,
Leben,16,West,2S,1NT-2S,S:KJ73 H:964 D:J82 C:K65,,S:T85 H:AK7 D:KQ73 C:A74,
Leben,17,East,2D,1NT-2D,S:KJ5 H:KJ7 D:A96 C:KQT2,,S:Q74 H:QT965 D:83 C:A83,
Leben,18,West,2H,1NT-2H,S:AJ63 H:94 D:A85 C:KJT3,,S:KQ5 H:T8 D:KQ73 C:AQ74,
Leben,19,East,2D,1NT-2D,S:K73 H:A952 D:Q5 C:AKJ5,,S:A8 H:764 D:AJ97 C:T964,
Leben,20,West,2D,1NT-2D,S:QT84 H:K6 D:AT7 C:KT83,,S:KJ93 H:AQ87 D:95 C:AQ7,
Major,1,West,Calm,Calm,S:975 H:Q732 D:543 C:AK4,,S:A4 H:AKJ98 D:872 C:865,
Major,2,West,Calm,Calm,S:963 H:Q752 D:K4 C:K874,,S:A4 H:AKT98 D:A72 C:QJ5,
Major,3,West,Calm,Calm,S:9872 H:K83 D:AQJ C:Q64,,S:KQJT6 H:A D:9872 C:KJ5,
Major,4,West,Calm,Calm,S:K742 H:Q8 D:A653 C:K94,,S:A8653 H:J4 D:J72 C:AQ6,
Major,5,West,Calm,Calm,S:A73 H:A73 D:Q5 C:QJ543,,S:952 H:KJT864 D:K72 C:A,
Major,6,West,Calm,Calm,S:J874 H:75 D:K54 C:QJ52,,S:AK65 H:J9864 D:72 C:A3,
Major,7,West,Calm,Calm,S:K973 H:5 D:KQ64 C:Q876,,S:AT65 H:AK864 D:72 C:A3,
Major,8,West,Calm,Calm,S:A4 H:Q7 D:KT97 C:KQJ86,,S:KQ973 H:AT95 D:QJ3 C:T,
Major,9,West,Calm,Calm,S:62 H:K973 D:A84 C:A983,,S:A9753 H:QJT5 D:KQJ C:7,
Major,10,West,Calm,Calm,S:Q6 H:K873 D:A97 C:T854,,S:AKT753 H:QJ5 D:KQT C:7,
Major,11,West,Calm,Calm,S:AT2 H:K752 D:743 C:A97,,S:6 H:AQJ98 D:AK85 C:KQJ,
Major,12,West,Calm,Calm,S:K5 H:AKQ75 D:K63 C:AT8,,S:987 H:T86 D:AQ85 C:632,
Major,13,West,Calm,Calm,S:742 H:KT742 D:AQ4 C:K3,,S:8 H:Q9853 D:KJ85 C:864,
Major,14,West,Calm,Calm,S:3 H:AKJ873 D:AQJ3 C:73,,S:AK972 H:Q5 D:742 C:T65,
Major,15,West,Calm,Calm,S:AQT93 H:A92 D:KQJ3 C:4,,S:KJ72 H:85 D:742 C:AKQ5,
Major,16,West,Calm,Calm,S:75 H:AKT764 D:KJ C:QJT,,S:AKT8 H:9853 D:QT96 C:8,
Major,17,West,Calm,Calm,S:A962 H:AKJ74 D:T5 C:73,,S:KQT8 H:Q6 D:QJ96 C:A96,
Major,18,West,Calm,Calm,S:AT975 H:KQ D:KT5 C:AJ7,,S:KQ86 H:J76 D:QJ76 C:96,
Major,19,West,Calm,Calm,S:AT975 H:KQ D:A3 C:QT43,,S:KQ86 H:J76 D:J76 C:965,
Major,20,West,Calm,Calm,S:AK42 H:AKJ53 D:J72 C:T,,S:93 H:QT6 D:KQT3 C:9654,
Michaels,1,East,1D,1D,S:K93 H:74 D:QJ65 C:A832,,S:QJ864 H:AT983 D:3 C:76,
Michaels,2,West,1C,1C,S:AT863 H:AT974 D:86 C:5,,S:J95 H:K83 D:AJT5 C:976,
Michaels,3,East,1H,1H,S:A642 H:Q873 D:Q3 C:A95,,S:75 H:9 D:KT974 C:KQJ63,
Michaels,4,West,1S,1S,S:96 H:4 D:KQJ84 C:KQT75,,S:J75 H:AJ973 D:965 C:J2,
Michaels,5,East,1S,1S,S:863 H:K7532 D:A975 C:Q,,S:7 H:JT984 D:6 C:KJT532,
Michaels,6,West,1H,1H,S:74 H:6 D:J9873 C:AQT85,,S:AKT6 H:AKJ9 D:K6 C:KJ2,
Michaels,7,East,1C,1C,S:A93 H:A6 D:Q9842 C:KQJ,,S:87 H:QJ984 D:KJT53 C:2,
Michaels,8,West,1D,1D,S:K9874 H:QJT96 D:5 C:74,,S:AJT6 H:74 D:A76 C:AT95,
Michaels,9,East,1S,1S,S:KQJ7 H:6 D:974 C:K8654,,S:T H:QJ984 D:KJT53 C:J2,
Michaels,10,West,1C,1C,S:KQ H:AKQ83 D:QJT54 C:3,,S:T6 H:74 D:K763 C:AT965,
Michaels,11,East,1H,1H,S:KT93 H:J652 D:K6 C:KQ5,,S:AQJ65 H:9 D:AQT53 C:63,
Michaels,12,West,1H,1H,S:AT983 H:8 D:75 C:QJT74,,S:6 H:K642 D:KT93 C:K865,
Michaels,13,East,1D,1D,S:762 H:J95 D:QJ8 C:7542,,S:AK853 H:KQT74 D:5 C:A3,
Michaels,14,West,1C,1C,S:94 H:AT964 D:KQ652 C:8,,S:QJT8765 H:83 D:74 C:A6,
Michaels,15,East,1C,1C,S:J943 H:J6 D:T764 C:976,,S:KQT62 H:AKQ74 D:5 C:A3,
Michaels,16,West,1D,1D,S:K9852 H:A9432 D:T5 C:9,,S:A6 H:KQT8 D:742 C:AK65,
Michaels,17,East,1S,1S,S:A73 H:AK D:AQ63 C:T853,,S:4 H:6 D:K8752 C:QJ9764,
Michaels,18,West,1C,1C,S:QJ753 H:A9842 D:K5 C:4,,S:T4 H:J6 D:QT9742 C:K65,
Michaels,18,East,3C,1C-2C-3C,S:QJ753 H:A9842 D:K5 C:4,,S:T4 H:J6 D:QT9742 C:K65,
Michaels,19,East,1D,1D,S:7 H:62 D:A64 C:AKQ8743,,S:QT652 H:KQ973 D:7 C:J9,
Michaels,20,West,1D,1D,S:KJT52 H:A9743 D:62 C:T,,S:Q874 H:T65 D:7 C:A9752,
Michaels,20,East,3D,1D-2D-3D,S:KJT52 H:A9743 D:62 C:T,,S:Q874 H:T65 D:7 C:A9752,
Minor,1,West,Calm,Calm,S:K73 H:QT62 D:J5 C:J874,,S:A4 H:KJ98 D:9872 C:KQ5,
Minor,2,West,Calm,Calm,S:762 H:Q96 D:J92 C:AQ96,,S:AQJ5 H:KJ4 D:KT53 C:72,
Minor,3,West,Calm,Calm,S:653 H:K872 D:873 C:KQ5,,S:AK97 H:AQJ5 D:5 C:A864,
Minor,4,West,Calm,Calm,S:K8654 H:A86 D:742 C:95,,S:AT97 H:75 D:AK C:AT832,
Minor,5,West,Calm,Calm,S:Q73 H:KT3 D:KT4 C:AQT2,,S:KJT8 H:QJ96 D:A65 C:K9,
Minor,6,West,Calm,Calm,S:AJ3 H:J64 D:93 C:KT985,,S:86 H:T2 D:AQT65 C:AQJ2,
Minor,7,West,Calm,Calm,S:J4 H:QJ4 D:AQ5 C:KT873,,S:KQ65 H:AK97 D:8 C:AQJ2,
Minor,8,West,Calm,Calm,S:AJ H:Q73 D:KQT62 C:T92,,S:QT5 H:AJ9 D:J873 C:AQ5,
Minor,9,West,Calm,Calm,S:Q742 H:KJ5 D:A83 C:T76,,S:AJT H:QT7 D:KJ6 C:AK83,
Minor,10,West,Calm,Calm,S:KT9742 H:QJ5 D:3 C:743,,S:QJ6 H:AK7 D:Q864 C:AK8,
Minor,11,West,Calm,Calm,S:AK74 H:KQ96 D:J8 C:976,,S:JT96 H:85 D:742 C:AK83,
Minor,12,West,Calm,Calm,S:AK9 H:KQ83 D:QT42 C:T3,,S:76 H:AJ96 D:AK83 C:J85,
Minor,13,West,Calm,Calm,S:K963 H:A7 D:JT9 C:AJT7,,S:QJT7 H:KQ98 D:762 C:KQ,
Minor,14,West,Calm,Calm,S:KT4 H:J97 D:AK72 C:K53,,S:AJ5 H:KT6 D:Q986 C:A96,
Minor,15,West,Calm,Calm,S:AK92 H:J5 D:K72 C:K832,,S:T83 H:KQT6 D:AQ6 C:QJ5,
Minor,16,West,Calm,Calm,S:KT93 H:AT84 D:QT3 C:A9,,S:A7 H:K9 D:KJ974 C:JT85,
Minor,17,West,Calm,Calm,S:AK63 H:K9 D:A83 C:Q975,,S:J985 H:Q74 D:T5 C:K862,
Minor,18,West,Calm,Calm,S:A93 H:AT83 D:KQJ6 C:QJ,,S:84 H:KQ97 D:AT5 C:T862,
Minor,19,West,Calm,Calm,S:QT86 H: D:KQJT C:KQJT8,,S:KJ953 H:AK64 D:9 C:A97,
Minor,20,West,Calm,Calm,S:9 H:AK8 D:AJT64 C:KQJ2,,S:KT6 H:75 D:KQ953 C:974,
NMF,1,West,Calm,Calm,S:T92 H:AQ3 D:T86 C:AK54,,S:QJ865 H:K92 D:AK C:863,
NMF,2,West,Calm,Calm,S:KQJT2 H:K63 D:86 C:A54,,S:96 H:A82 D:AK74 C:Q863,
NMF,3,West,Calm,Calm,S:962 H:A53 D:KQJ5 C:K84,,S:Q74 H:KQ642 D:87 C:A53,
NMF,4,West,Calm,Calm,S:AKQ52 H:AT63 D:75 C:T4,,S:63 H:KQJ2 D:AK86 C:985,
NMF,5,West,Calm,Calm,S:KJ2 H:73 D:AK62 C:Q742,,S:Q74 H:KQ642 D:87 C:A53,
NMF,6,West,Calm,Calm,S:A7 H:AQT63 D:QT4 C:753,,S:K43 H:K92 D:J85 C:AK86,
NMF,7,West,Calm,Calm,S:Q2 H:Q954 D:A52 C:KQ97,,S:KJ976 H:AK87 D:64 C:T3,
NMF,8,West,Calm,Calm,S:K52 H:AJT74 D:J5 C:Q74,,S:AQ9 H:82 D:AKT9 C:JT95,
NMF,9,West,Calm,Calm,S:QT5 H:JT D:AK642 C:Q86,,S:K94 H:AK542 D:85 C:KJ9,
NMF,10,West,Calm,Calm,S:KQJ62 H:KQ63 D:86 C:54,,S:98 H:AJT2 D:AKQ4 C:T96,
NMF,11,West,Calm,Calm,S:72 H:KQ75 D:J96 C:AK94,,S:KQJT5 H:A3 D:KT7 C:T83,
NMF,12,West,Calm,Calm,S:KQ962 H:Q74 D:Q93 C:93,,S:AT7 H:AJT D:KJ5 C:KQT6,
NMF,13,West,Calm,Calm,S:J4 H:AKQ86 D:KQ4 C:KT4,,S:KQT53 H:73 D:A53 C:AQ3,
NMF,14,West,Calm,Calm,S:AQ642 H:KQ7 D:J6 C:QJ4,,S:K8 H:962 D:AKQ84 C:T96,
Negative,1,East,1S,1H-1S,S:A73 H:AQJT6 D:KQ C:974,,S:64 H:K98 D:A983 C:AT65,
Negative,2,East,1S,1D-1S,S:A3 H:AT75 D:KQJ6 C:T42,,S:64 H:K986 D:983 C:KQ65,
Negative,3,West,1S,1C-1S,S:8752 H:AQ63 D:Q64 C:73,,S:64 H:KJ98 D:A93 C:AQT5,
Negative,4,East,1H,1D-1H,S:QT75 H:73 D:AJT6 C:AKJ,,S:KJ64 H:J986 D:73 C:Q65,
Negative,5,West,1H,1D-1H,S:AQ62 H:872 D:85 C:KJ62,,S:KJ73 H:6 D:AQJ7 C:AT85,
Negative,6,East,1S,1C-1S,S:73 H:AJ95 D:T64 C:AKJ3,,S:AQ4 H:KQ86 D:73 C:QT65,
Negative,7,West,1D,1C-1D,S:AQ73 H:KJT7 D:82 C:T84,,S:KT H:A4 D:KJT6 C:KQJ65,
Negative,8,East,1H,1D-1H,S:K983 H:T4 D:KQ52 C:AKQ,,S:QJT4 H:K76 D:A986 C:73,
Negative,9,West,1S,1D-1S,S:KT84 H:KJ72 D:73 C:J95,,S:63 H:AQ D:AKQT84 C:KT4,
Negative,10,East,1S,1H-1S,S:Q3 H:AKQ872 D:872 C:75,,S:T82 H:93 D:KQ94 C:AJ96,
Negative,11,West,1S,1H-1S,S:82 H:T5 D:KJ96 C:A8632,,S:A93 H:AQJ964 D:Q4 C:K4,
Negative,12,East,2H,1S-2H,S:72 H:AK854 D:KQ75 C:J4,,S:T8 H:93 D:AJ94 C:KQ965,
Negative,13,West,2C,1D-2C,S:Q762 H:AQ87 D:K6 C:T82,,S:A5 H:KJ94 D:AQT54 C:43,
Negative,14,East,1D,1C-1D,S:KJ93 H:Q83 D:83 C:AK64,,S:T875 H:AK64 D:974 C:32,
Negative,15,West,2D,1H-2D,S:QJ73 H:QJ D:965 C:KQ84,,S:KT98 H:AK764 D:4 C:A96,
Negative,16,East,1D,1C-1D,S:86 H:Q975 D:KQT C:AQJ5,,S:KT94 H:AJ8 D:932 C:T96,
Negative,17,West,2D,1H-2D,S:AKQ5 H:53 D:73 C:J9632,,S:8 H:AK764 D:QJT84 C:A8,
Negative,18,East,1D,1C-1D,S:K87 H:T53 D:AQT C:AT93,,S:AT96 H:KQJ6 D:932 C:K8,
Negative,19,West,1H,1D-1H,S:KQT94 H:A86 D:95 C:KT4,,S:J73 H:53 D:KQJT4 C:AJ6,
Negative,20,East,2C,1D-2C,S:AK75 H:A983 D:K86 C:95,,S:963 H:T52 D:A2 C:KQT86,
Notrump,1,West,Calm,Calm,S:K93 H:K74 D:K65 C:T972,,S:A74 H:AQ85 D:Q74 C:QJ6,
Notrump,2,West,Calm,Calm,S:T93 H:K74 D:QJ85 C:K83,,S:A74 H:AQ D:T74 C:AQT65,
Notrump,3,West,Calm,Calm,S:865 H:K84 D:QJ95 C:K83,,S:QJT H:AQ D:T87 C:AQT95,
Notrump,4,West,Calm,Calm,S:AK3 H:AK7 D:T82 C:QT75,,S:QJT5 H:Q98 D:AQ4 C:A98,
Notrump,5,West,Calm,Calm,S:AK3 H:AK7 D:T82 C:QT75,,S:QJT5 H:Q98 D:AK4 C:AJ9,
Notrump,6,West,Calm,Calm,S:AK3 H:AK7 D:T82 C:QT75,,S:QJT5 H:Q98 D:AQ4 C:AJ9,
Notrump,7,West,Calm,Calm,S:73 H:JT9763 D:K3 C:542,,S:KQ6 H:Q5 D:AJ74 C:KT96,
Notrump,8,West,Calm,Calm,S:J8 H:QJT73 D:J53 C:A73,,S:KQ6 H:K5 D:AQ74 C:KT96,
Notrump,9,West,Calm,Calm,S:JT973 H:A82 D:62 C:A75,,S:KQ6 H:K5 D:AQ74 C:KT96,
Notrump,10,West,Calm,Calm,S:AT9 H:83 D:AKJT82 C:J8,,S:KQ6 H:KQ4 D:Q74 C:KT96,
Notrump,11,West,Calm,Calm,S:3 H:A85 D:KJ3 C:AQ8754,,S:KQ6 H:KQ4 D:A74 C:KT96,
Notrump,12,East,1D,1D,S:Q8 H:Q98732 D:6 C:T963,,S:K96 H:KJ64 D:AQ4 C:QJ5,
Notrump,13,West,Calm,Calm,S:KQT72 H:83 D:75 C:T872,,S:AJ8 H:K952 D:AQ4 C:AQ9,
Notrump,14,West,Calm,Calm,S:A6 H:AJ6 D:KJ62 C:Q864,,S:K983 H:KQ2 D:T74 C:953,
Notrump,15,West,Calm,Calm,S:AQ2 H:A97 D:Q83 C:KQT4,,S:K93 H:KQ2 D:T974 C:J53,
Notrump,16,West,Calm,Calm,S:AQT H:Q6 D:AJ73 C:KT96,,S:73 H:AK2 D:KT94 C:Q753,
Notrump,17,West,Calm,Calm,S:AQ52 H:KQ9 D:J7 C:AT97,,S:73 H:T75 D:AKT964 C:86,
Notrump,18,West,Calm,Calm,S:A743 H:AJ9 D:KJ2 C:Q63,,S:QJ5 H:K6 D:AQ74 C:KJT7,
Notrump,19,West,Calm,Calm,S:AQ7 H:AT4 D:KQJ6 C:A83,,S:K6 H:KJ5 D:T75 C:KQJT4,
Notrump,20,West,Calm,Calm,S:AT3 H:Q7 D:AT75 C:AJ62,,S:987642 H:95 D:QJ4 C:73,
Notrump,21,West,Calm,Calm,S:J9 H:A73 D:AQ95 C:A983,,S:76 H:KJ9865 D:86 C:KJT,
Notrump,22,West,Calm,Calm,S:K84 H:A73 D:KJ64 C:A75,,S:QJT95 H:T4 D:A87 C:KQ9,
Notrump,23,West,Calm,Calm,S:AJ3 H:AJ65 D:K5 C:QJ63,,S:85 H:K7 D:AT9 C:AKT875,
Notrump,24,West,Calm,Calm,S:KQ9 H:AJT D:AQ2 C:AJT4,,S:85 H:97 D:KT9873 C:962,
Notrump,25,West,Calm,Calm,S:QT2 H:KQJ D:AQ95 C:AJ5,,S:KJ98753 H:A8 D:6 C:KQ2,
Ogust,1,West,Calm,Calm,S:975 H:A5 D:AT64 C:AK82,,S:83 H:QJ9764 D:K7 C:964,
Ogust,2,West,Calm,Calm,S:83 H:KT9764 D:K7 C:964,,S:A75 H:85 D:AT64 C:AK82,
Ogust,3,West,Calm,Calm,S:J2 H:A62 D:A853 C:AK86,,S:KQT854 H:85 D:764 C:92,
Ogust,4,West,Calm,Calm,S:QJ8753 H:KQ3 D:97 C:T4,,S:K6 H:A85 D:AT64 C:A982,
Ogust,5,West,Calm,Calm,S:J2 H:A62 D:A853 C:AK86,,S:KT9854 H:KQ D:964 C:75,
Ogust,6,West,Calm,Calm,S:T62 H:84 D:AQ9873 C:74,,S:A93 H:A75 D:K654 C:A82,
Ogust,7,West,Calm,Calm,S:KJ94 H:A63 D:J2 C:AK76,,S:83 H:T2 D:AKQT64 C:984,
Ogust,8,West,Calm,Calm,S:2 H:AKQT83 D:765 C:964,,S:QT3 H:75 D:AKQ4 C:A872,
Ogust,9,West,Calm,Calm,S:A876 H:K5 D:A974 C:A86,,S:K3 H:AQ9764 D:85 C:973,
Ogust,10,West,Calm,Calm,S:AQ9874 H:873 D:75 C:K4,,S:KT3 H:5 D:AKQ94 C:A872,
Overcalls,1,East,1D,1D,S:Q764 H:J72 D:92 C:A843,,S:A9 H:AQ93 D:K875 C:J65,
Overcalls,2,West,1C,1C,S:T92 H:AQJ75 D:QJ7 C:86,,S:A753 H:KT93 D:K964 C:5,
Overcalls,3,East,1C,1C,S:A743 H:K83 D:63 C:9843,,S:T9 H:AQJ75 D:A875 C:65,
Overcalls,4,West,1D,1D,S:KQJ97 H:8 D:Q62 C:Q943,,S:6 H:KJ943 D:K94 C:8765,
Overcalls,5,East,1S,1S,S:J752 H:A863 D:AT2 C:T3,,S:T9 H:KQJ752 D:QJ7 C:65,
Overcalls,6,West,1D,1D,S:AK975 H:KT3 D:953 C:K7,,S:J83 H:AJ92 D:T7 C:9832,
Overcalls,6,East,2D,1D-1S-2D,S:AK975 H:KT3 D:953 C:K7,,S:J83 H:AJ92 D:T7 C:9832,
Overcalls,7,East,1D,1D,S:K842 H:A93 D:T5 C:KQ93,,S:QJT93 H:KQ4 D:863 C:82,
Overcalls,8,West,1H,1H,S:AQJ64 H:3 D:9862 C:J82,,S:K8753 H:752 D:A C:7543,
Overcalls,8,East,3H,1H-1S-3H,S:AQJ64 H:3 D:9862 C:J82,,S:K8753 H:752 D:A C:7543,
Overcalls,9,East,1C,1C,S:AJ76 H:Q973 D:A54 C:92,,S:53 H:AKT84 D:K63 C:A54,
Overcalls,10,West,1S,1S,S:72 H:Q8 D:J52 C:AKJ972,,S:AK5 H:KT52 D:T974 C:Q3,
Overcalls,11,East,1C,1C,S:A832 H:KJT6 D:J93 C:T8,,S:KQ9 H:A84 D:AT5 C:KQ93,
Overcalls,12,West,1D,1D,S:AKT75 H:J6 D:972 C:Q83,,S:Q863 H:AKQ7 D:65 C:KT6,
Overcalls,13,East,1H,1H,S:T7 H:KQ62 D:K85 C:8742,,S:KQJ984 H:84 D:Q63 C:95,
Overcalls,14,West,1D,1D,S:975 H:KQJ97 D:83 C:K52,,S:AKJ863 H:3 D:65 C:QT76,
Overcalls,15,East,1C,1C,S:KQJ973 H:Q D:A872 C:T4,,S:T85 H:AKJ84 D:K63 C:95,
Overcalls,16,West,1D,1D,S:JT9 H:KT73 D:AJT C:AQ5,,S:KQ83 H:A865 D:65 C:T76,
Overcalls,17,East,1S,1S,S:84 H:KQJ D:AQ95 C:K972,,S:AJ9 H:T94 D:K3 C:QJT63,
Overcalls,18,West,1C,1C,S:KQJT5 H:QT7 D:AJ3 C:87,,S:83 H:AJ9 D:KQ97 C:QJT6,
Overcalls,19,East,1C,1C,S:AJT H:QT7 D:A75 C:KQT9,,S:83 H:K85 D:KQT964 C:72,
Overcalls,20,West,1C,1C,S:KQT932 H:842 D:A7 C:92,,S:A85 H:AK7 D:KJ6 C:T864,
Preempt,1,West,Calm,Calm,S:A87 H:KQ873 D:J C:A954,,S:952 H:2 D:AQT9875 C:87,
Preempt,2,West,Calm,Calm,S:KQJT864 H:97 D:65 C:T4,,S:92 H:KJ85 D:KJ9 C:KQ83,
Preempt,3,West,Calm,Calm,S:J9873 H:A42 D:82 C:AK7,,S:A H:QJT8763 D:975 C:62,
Preempt,4,West,Calm,Calm,S:83 H:KQT8742 D:862 C:5,,S:AK76 H:J53 D:94 C:A874,
Preempt,5,West,Calm,Calm,S:T4 H:Q86 D:A963 C:J642,,S:KQJ98752 H:9 D:52 C:87,
Preempt,6,West,Calm,Calm,S:KQJ9873 H:6 D:9842 C:7,,S:T6 H:AKQ85 D:AK C:A864,
Preempt,7,West,X,3H-X,S:Q876 H:5 D:AJT4 C:J853,,S:95 H:KQT8763 D:82 C:T9,
