Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
Bidpractice/Set6,24,S:973 H:62 D:QJ9863 C:A4,S:AQJ52 H:T987 D:5 C:962,S:8 H:AKQ5 D:AK72 C:KQJ3,S:KT64 H:J43 D:T4 C:T875,auction_calm
Bidpractice/Set7,1,S:AKQ983 H:2 D:AK C:KQJ8,S:65 H:J976 D:QJT9 C:T42,S:J742 H:KQ54 D:82 C:753,S:T H:AT83 D:76543 C:A96,auction_calm
Bidpractice/Set7,2,S:J3 H:AQT86 D:T3 C:JT74,S:KQ975 H:3 D:8752 C:985,S:A64 H:KJ9 D:AKQJ9 C:KQ,S:T82 H:7542 D:64 C:A632,auction_calm
Bidpractice/Set7,3,S:A97 H:QJ42 D:KQ86 C:A5,S:J832 H:T73 D:J932 C:64,S:KQ H:K6 D:A4 C:KQJ9732,S:T654 H:A985 D:T75 C:T8,auction_calm
Bidpractice/Set7,4,S:AKQ643 H:K5 D:K73 C:AK,S:T7 H:QT2 D:J652 C:J643,S:J952 H:AJ743 D:AQ C:98,S:8 H:986 D:T984 C:QT752,auction_calm
Bidpractice/Set7,5,S:AK2 H:KQ65 D:KQJ C:KJ6,S:Q986 H:72 D:54 C:A9432,S:J73 H:AJT98 D:832 C:Q8,S:T54 H:43 D:AT976 C:T75,auction_calm
Bidpractice/Set7,6,S:A63 H:KT7 D:A94 C:Q987,S:J852 H:J942 D:6 C:JT62,S:KQ4 H:A8 D:KQJT73 C:K5,S:T97 H:Q653 D:852 C:A43,auction_calm
Bidpractice/Set7,7,S:KQ85 H:J63 D:87 C:AQJ4,S:T72 H:T972 D:KT953 C:7,S:AJ963 H:A4 D:AQJ6 C:K5,S:4 H:KQ85 D:42 C:T98632,auction_calm
Bidpractice/Set7,8,S:A64 H:QJ9874 D:J983 C:,S:52 H:6 D:A654 C:T98654,S:KQJ H:AKT D:KQ2 C:KQ73,S:T9873 H:532 D:T7 C:AJ2,auction_calm
Bidpractice/Set7,9,S:K5 H:AKT753 D:K7 C:J96,S:QJ93 H:2 D:Q52 C:KT532,S:A842 H:QJ86 D:A9863 C:,S:T76 H:94 D:JT4 C:AQ874,auction_calm
Bidpractice/Set7,10,S: H:A975 D:K9864 C:J932,S:AQJ984 H:6 D:T72 C:875,S:K53 H:KQJT3 D:A C:KQT6,S:T762 H:842 D:QJ53 C:A4,auction_calm
Bidpractice/Set7,11,S:A9864 H:AKQ D:7 C:KJ63,S:JT2 H:95432 D:KQJ C:52,S:K753 H:J87 D:A865 C:74,S:Q H:T6 D:T9432 C:AQT98,auction_calm
Bidpractice/Set7,12,S:Q753 H:T942 D:A8 C:KJ4,S:KJ842 H:5 D:Q654 C:987,S: H:KQJ863 D:KJ2 C:AQ65,S:AT96 H:A7 D:T973 C:T32,auction_calm
Bidpractice/Set7,13,S:K62 H:AT9 D:AK3 C:AK84,S:QJ985 H:J764 D:T C:T32,S:A7 H:K3 D:QJ98742 C:76,S:T43 H:Q852 D:65 C:QJ95,auction_calm
Bidpractice/Set7,14,S:J8 H:J72 D:85 C:AKQT96,S:65432 H:93 D:AT942 C:3,S:AKQ H:KQ6 D:KQ3 C:J875,S:T97 H:AT854 D:J76 C:42,auction_calm
Bidpractice/Set7,15,S:K75 H:Q96 D:A983 C:AQ7,S:JT94 H:AJT82 D:J54 C:2,S:AQ6 H:K73 D:K6 C:KT653,S:832 H:54 D:QT72 C:J984,auction_calm
Bidpractice/Set7,16,S:KQJ4 H:K6 D:K4 C:KQJT5,S:T953 H:A54 D:T862 C:64,S:A876 H:QJ7 D:AJ3 C:A82,S:2 H:T9832 D:Q975 C:973,auction_calm
Bidpractice/Set7,17,S:AK H:AQT96 D:AQJ3 C:AK,S:QT643 H:2 D:9542 C:Q98,S:972 H:KJ53 D:K7 C:7642,S:J85 H:874 D:T86 C:JT53,auction_calm
Bidpractice/Set7,18,S:A62 H:AT4 D:K75 C:K862,S:T9543 H:QJ8765 D: C:94,S:K7 H:K9 D:AQJT4 C:AQJ7,S:QJ8 H:32 D:98632 C:T53,auction_calm
Bidpractice/Set7,19,S:6 H:K4 D:KJ974 C:AQJ92,S:QJ8432 H:A9652 D:2 C:6,S:AK5 H:7 D:QT653 C:KT84,S:T97 H:QJT83 D:A8 C:753,auction_calm
Bidpractice/Set7,20,S:K4 H:KQT95 D:A76 C:A54,S:T5 H:73 D:9842 C:KJT92,S:AQJ73 H:AJ86 D:53 C:87,S:9862 H:42 D:KQJT C:Q63,auction_calm
Bidpractice/Set7,21,S:A62 H:KQJ7 D:6 C:KQJT9,S:QJ98 H:6 D:KT8732 C:73,S:K53 H:AT952 D:A94 C:A4,S:T74 H:843 D:QJ5 C:8652,auction_calm
Bidpractice/Set7,22,S:87 H:Q974 D:KQ5 C:AT83,S:T642 H:T8 D:AJT92 C:76,S:AKQ5 H:AJ652 D:6 C:KQJ,S:J93 H:K3 D:8743 C:9542,auction_calm
Bidpractice/Set7,23,S:AJ6 H:K5 D:AQ62 C:A974,S:T9753 H:T D:J87 C:QJ62,S:K42 H:AQJ8742 D:K C:K3,S:Q8 H:963 D:T9543 C:T85,auction_calm
Bidpractice/Set7,24,S:Q63 H:AT7 D:952 C:AT86,S:JT72 H:J6532 D:764 C:3,S:AK H:KQ4 D:KQJ3 C:KQJ5,S:9854 H:98 D:AT8 C:9742,auction_calm
Bidpractice/Set8,1,S:KQJ96 H:4 D:KQJ7 C:AKQ,S:52 H:KJT62 D:862 C:JT9,S:A84 H:A873 D:T95 C:752,S:T73 H:Q95 D:A43 C:8643,auction_calm
Bidpractice/Set8,2,S:KJ H:QJ85 D:QT97 C:Q42,S:T9853 H: D:A4 C:T87653,S:AQ7 H:KT742 D:KJ3 C:AK,S:642 H:A963 D:8652 C:J9,auction_calm
Bidpractice/Set8,3,S:KT74 H:KQJ84 D:A6 C:A3,S:9 H:T97 D:JT932 C:JT97,S:AQ8632 H:5 D:KQ7 C:KQ5,S:J5 H:A632 D:854 C:8642,auction_calm
Bidpractice/Set8,4,S:A75 H:QT83 D:A854 C:92,S:KJT92 H: D:QJT72 C:764,S:6 H:AK9754 D:6 C:KQJT3,S:Q843 H:J62 D:K93 C:A85,auction_calm
Bidpractice/Set8,5,S:AK9842 H:KQT6 D:84 C:A,S:65 H:98742 D:KQJ9 C:T7,S:QJ73 H:AJ5 D:T632 C:K4,S:T H:3 D:A75 C:QJ986532,auction_calm
Bidpractice/Set8,6,S:AJ7 H:J6 D:QJT87 C:A64,S:KQ542 H:43 D: C:T97532,S:6 H:KQ872 D:AK963 C:KQ,S:T983 H:AT95 D:542 C:J8,auction_calm
Bidpractice/Set8,7,S:KQ7 H:J6 D:A64 C:QJT87,S:JT9532 H:AT5 D:J52 C:2,S:6 H:KQ872 D:KQ C:AK963,S:A84 H:943 D:T9873 C:54,auction_calm
Bidpractice/Set8,8,S:KQJ8752 H:4 D:K6 C:AK5,S:3 H:K852 D:T8432 C:842,S:A96 H:QJT3 D:AQJ C:QJ9,S:T4 H:A976 D:975 C:T763,auction_calm
Bidpractice/Set8,9,S:AJT5 H:AK D:K5 C:AKQJ4,S:62 H:9432 D:A97632 C:5,S:KQ8743 H:Q75 D: C:9762,S:9 H:JT86 D:QJT84 C:T83,auction_calm
Bidpractice/Set8,10,S:A6 H:AQ8752 D:KQ3 C:87,S:T84 H:4 D:J8752 C:AT52,S:KQ3 H:KT93 D:A6 C:KQ96,S:J9752 H:J6 D:T94 C:J43,auction_calm
Bidpractice/Set8,11,S:AQ64 H:AKQ D:A5 C:KJ63,S:9 H:T6432 D:J9732 C:95,S:KT7532 H:8 D:K86 C:AQ4,S:J8 H:J975 D:QT4 C:T872,auction_calm
Bidpractice/Set8,12,S:AK753 H:8 D:KQ72 C:KQ4,S:J42 H:AT9754 D:98 C:83,S:Q86 H:QJ3 D:AJ5 C:AJ65,S:T9 H:K62 D:T643 C:T972,auction_calm
Bidpractice/Set8,13,S:K93 H:AT6 D:A9862 C:K9,S:T8 H:J975 D:43 C:QJ643,S:AQJ652 H:K82 D:Q C:A85,S:74 H:Q43 D:KJT75 C:T72,auction_calm
Bidpractice/Set8,14,S:AK H:QJ3 D:AKQ5 C:A962,S:T87632 H:T D:J642 C:KJ,S:95 H:AK98742 D:73 C:87,S:QJ4 H:65 D:T98 C:QT543,auction_calm
Bidpractice/Set8,15,S:QT875 H:K6 D:AK3 C:AKJ,S:K H:JT54 D:JT954 C:642,S:J9643 H:AQ3 D:Q7 C:Q53,S:A2 H:9872 D:862 C:T987,auction_calm
Bidpractice/Set8,16,S:KQ5 H:AQ96 D:764 C:K96,S:872 H:JT3 D:AT82 C:743,S:AJ6 H:K75 D:KQ53 C:AJ5,S:T943 H:842 D:J9 C:QT82,auction_calm
Bidpractice/Set8,17,S:K5 H:AK9762 D:K8 C:764,S:8643 H:8 D:AT6 C:KQT52,S:A972 H:QJ53 D:QJ753 C:,S:QJT H:T4 D:942 C:AJ983,auction_calm
Bidpractice/Set8,18,S:AK63 H:KQT4 D:KQ85 C:2,S:JT75 H:J3 D:JT C:T8754,S:Q982 H:A95 D:A64 C:KQJ,S:4 H:8762 D:9732 C:A963,auction_calm
Bidpractice/Set8,19,S:AK63 H:KQT4 D:KQ85 C:2,S:T H:732 D:762 C:A98763,S:J982 H:A95 D:AJ4 C:KQJ,S:Q754 H:J86 D:T93 C:T54,auction_calm
Bidpractice/Set8,20,S:AK4 H:J95 D:AK76 C:A54,S:QJ86 H: D:JT942 C:QT63,S:732 H:AKQ864 D:53 C:87,S:T95 H:T732 D:Q8 C:KJ92,auction_calm
Bidpractice/Set8,21,S:AQJ862 H:KQ7 D:KQJ C:A,S: H:84 D:AT762 C:J98732,S:K53 H:A952 D:854 C:654,S:T974 H:JT63 D:93 C:KQT,auction_calm
Bidpractice/Set8,22,S:A72 H:Q74 D:985 C:9843,S:T9863 H:8 D:KJT2 C:J52,S:KQJ5 H:AK652 D:6 C:AKQ,S:4 H:JT93 D:AQ743 C:T76,auction_calm
Bidpractice/Set8,23,S:A72 H:J9874 D:85 C:843,S:943 H:3 D:KJ742 C:JT95,S:KQJ5 H:AK652 D:6 C:AKQ,S:T86 H:QT D:AQT93 C:762,auction_calm
Bidpractice/Set8,24,S:AK963 H:AJ75 D:KQ2 C:6,S:QT742 H:82 D:AT4 C:J92,S:85 H:KQ964 D:73 C:AK85,S:J H:T3 D:J9865 C:QT743,auction_calm
Bidpractice/Set9,1,S:A73 H:QJT82 D:K86 C:Q4,S:Q986 H:43 D:JT74 C:AJ9,S:K42 H:AK75 D:A2 C:8753,S:JT5 H:96 D:Q953 C:KT62,auction_calm
Bidpractice/Set9,2,S:K854 H:KQ84 D:T52 C:KQ,S:3 H:JT7 D:KJ93 C:98643,S:AJT96 H:A62 D:AQ C:T52,S:Q72 H:953 D:8764 C:AJ7,auction_calm
Bidpractice/Set9,3,S:AJT762 H:KT D:AJ6 C:J4,S:98 H:7643 D:732 C:AKT5,S:KQ53 H:QJ5 D:KQ C:9732,S:4 H:A982 D:T9854 C:Q86,auction_calm
Bidpractice/Set9,4,S:K9652 H:A76 D:Q5 C:KQ8,S:T H:43 D:962 C:AJT9652,S:AQJ743 H:KQJ5 D:J3 C:7,S:8 H:T982 D:AKT874 C:43,auction_calm
Bidpractice/Set9,5,S:K9652 H:A76 D:A5 C:Q98,S:T H:T3 D:Q9642 C:KT632,S:AQJ743 H:KQJ5 D:J3 C:7,S:8 H:9842 D:KT87 C:AJ54,auction_calm
Bidpractice/Set9,6,S:KQ H:K875 D:A9 C:KQT92,S:J764 H: D:JT8632 C:J74,S:A5 H:AJT962 D:KQ7 C:63,S:T9832 H:Q43 D:54 C:A85,auction_calm
Bidpractice/Set9,7,S:AQT64 H:KQJ7 D:KJ C:J5,S:83 H:8642 D:AT763 C:94,S:KJ972 H:A95 D:Q5 C:KQT,S:5 H:T3 D:9842 C:A87632,auction_calm
Bidpractice/Set9,8,S:A763 H:AQ84 D:94 C:KQ2,S: H:65 D:KJT732 C:JT973,S:KQJ85 H:KJ7 D:Q85 C:84,S:T942 H:T932 D:A6 C:A65,auction_calm
Bidpractice/Set9,9,S:Q84 H:AK842 D:4 C:KJ95,S:KJT92 H:3 D:A862 C:T73,S:A765 H:QJT7 D:KQ75 C:4,S:3 H:965 D:JT93 C:AQ862,auction_calm
Bidpractice/Set9,10,S:KJ75 H:K6 D:KQ98 C:J83,S:T2 H:98543 D:4 C:AT972,S:AQ9864 H:QJ7 D:J2 C:KQ,S:3 H:AT2 D:AT7653 C:654,auction_calm
Bidpractice/Set9,11,S:KQ H:AJT976 D:97 C:A96,S:52 H:5 D:T8632 C:KQJ85,S:A983 H:KQ83 D:AK4 C:72,S:JT764 H:42 D:QJ5 C:T43,auction_calm
Bidpractice/Set9,12,S:K763 H:J83 D:KQ C:AK83,S:T5 H:Q972 D:AT754 C:95,S:AQ984 H:AK4 D:98 C:QJ2,S:J2 H:T65 D:J632 C:T764,auction_calm
Bidpractice/Set9,13,S:KQJ H:KQJ84 D:94 C:J65,S:T9542 H:72 D:K86 C:A73,S:3 H:A953 D:AJT2 C:KQ94,S:A876 H:T6 D:Q753 C:T82,auction_calm
Bidpractice/Set9,14,S:764 H:KQJ84 D:K4 C:A65,S:KQJ52 H:2 D:983 C:8732,S:3 H:A953 D:AJT2 C:KQ94,S:AT98 H:T76 D:Q765 C:JT,auction_calm
Bidpractice/Set9,15,S:A75 H:QJT76 D:J8 C:KQ3,S:T8643 H:92 D:KT9 C:A74,S:KQ H:AK8 D:7543 C:JT65,S:J92 H:543 D:AQ62 C:982,auction_calm
Bidpractice/Set9,16,S:KQJ H:A873 D:62 C:AJ92,S:A98764 H: D:9743 C:874,S:3 H:KJ9652 D:KQJ C:KQ5,S:T52 H:QT4 D:AT85 C:T63,auction_calm
Bidpractice/Set9,17,S:6 H:AK972 D:87 C:KQ865,S:T852 H:T6 D:K432 C:AT7,S:AQ9 H:QJ83 D:QJ96 C:J2,S:KJ743 H:54 D:AT5 C:943,auction_calm
Bidpractice/Set9,18,S:QJ84 H:K875 D:AJ4 C:64,S:T3 H:AQ6 D:32 C:T98753,S:AK9765 H:J9 D:K75 C:AQ,S:2 H:T432 D:QT986 C:KJ2,auction_calm
Bidpractice/Set9,19,S:KQ954 H:AQ8 D:Q97 C:QJ,S:A2 H:95432 D:J4 C:9864,S:JT863 H:KJ7 D:AK3 C:K5,S:7 H:T6 D:T8652 C:AT732,auction_calm
Bidpractice/Set9,20,S:KJ96 H:KQ98 D:Q94 C:A5,S:T3 H:T64 D:AT53 C:8743,S:AQ8752 H:A3 D:J62 C:KQ,S:4 H:J752 D:K87 C:JT962,auction_calm
Bidpractice/Set9,21,S:KJ84 H:AK943 D:A96 C:7,S:7 H:T D:875432 C:A8632,S:AQ963 H:QJ75 D:KQ C:QJ,S:T52 H:862 D:JT C:KT954,auction_calm
Bidpractice/Set9,22,S:K973 H:A42 D:AK82 C:K8,S:T4 H:KJT3 D:T965 C:J52,S:AQJ86 H:85 D:3 C:AQ963,S:52 H:Q976 D:QJ74 C:T74,auction_calm
Bidpractice/Set9,23,S:A95 H:KQJ72 D:AQ C:964,S:643 H:8 D:J96 C:AJT752,S:KQJ H:AT93 D:K8754 C:8,S:T872 H:654 D:T32 C:KQ3,auction_calm
Bidpractice/Set9,24,S:AJ53 H:A6 D:KJ72 C:874,S:T4 H:T853 D:4 C:AJT932,S:KQ9762 H:KQJ2 D:A8 C:5,S:8 H:974 D:QT9653 C:KQ6,auction_calm
Blackwood,1,S:9 H:QJT75 D:AKQ3 C:KQ4,S:QJT86 H:A6 D:96 C:JT72,S:AK H:K942 D:JT85 C:863,S:75432 H:83 D:742 C:A95,auction_calm
Blackwood,2,S:K95 H:A7 D:KQ3 C:KQJ64,S:A32 H:J8543 D:72 C:T85,S:QJ8 H:KQ2 D:AT986 C:A9,S:T764 H:T96 D:J54 C:732,auction_calm
Blackwood,3,S:AQJ H:QJT5 D:975 C:KQJ,S:97532 H:864 D:A C:9642,S:K8 H:K2 D:KQJT843 C:A3,S:T64 H:A973 D:62 C:T875,auction_calm
Blackwood,4,S:KQ7 H:A65 D:QT83 C:KJ4,S:5432 H:984 D:A75 C:875,S:A98 H:KQJT D:KJ6 C:AQ3,S:JT6 H:732 D:942 C:T962,auction_calm
Blackwood,5,S:84 H:AJT863 D:63 C:A75,S:QJ9632 H:Q D: C:QJT943,S:AK H:K942 D:KQJT54 C:8,S:T75 H:75 D:A9872 C:K62,auction_calm
Blackwood,6,S:K5 H:A985 D:AQ C:KQJ54,S:QJT4 H:72 D:9532 C:976,S:A986 H:KQJT D:KT86 C:3,S:732 H:643 D:J74 C:AT82,auction_calm
Blackwood,7,S:QT6 H:AQ5 D:T87 C:AQ52,S:543 H:98432 D:A63 C:97,S:AK H:KT D:KQJ94 C:KT83,S:J9872 H:J76 D:52 C:J64,auction_calm
Blackwood,8,S:T92 H:AKQT5 D:AK C:KQJ,S:K65 H:98732 D:Q73 C:72,S:AQJ873 H:6 D:T86 C:A63,S:4 H:J4 D:J9542 C:T9854,auction_calm
Blackwood,9,S:642 H:AQ9742 D: C:8542,S:QJT8753 H:6 D:876 C:KT,S:AK H:K853 D:KQJ4 C:A93,S:9 H:JT D:AT9532 C:QJ76,auction_calm
Blackwood,10,S:KQ4 H:KQJ3 D:KQJ5 C:AK,S:J98652 H:A74 D:942 C:4,S:AT7 H:952 D:AT86 C:Q63,S:3 H:T86 D:73 C:JT98752,auction_calm
Blackwood,11,S:AT H:AK76 D:A85 C:AKJ5,S:72 H:QT982 D:72 C:9832,S:KQJ8643 H:3 D:KQJ4 C:7,S:95 H:J54 D:T963 C:QT64,auction_calm
Blackwood,12,S:AQJ2 H:KQJ D:J6 C:KQJ8,S:6 H:T973 D:Q873 C:T654,S:KT983 H:2 D:AKT4 C:A73,S:754 H:A8654 D:952 C:92,auction_calm
Blackwood,13,S:QT92 H:AJ43 D:Q7 C:QT6,S:654 H:5 D:AT4 C:975432,S:AKJ83 H:KQ76 D:98 C:AK,S:7 H:T982 D:KJ6532 C:J8,auction_calm
Blackwood,14,S:Q85 H:AK4 D:KJT C:KT43,S:T62 H:T953 D:Q73 C:972,S:AK43 H:QJ86 D:A9 C:QJ6,S:J97 H:72 D:86542 C:A85,auction_calm
Blackwood,15,S:964 H:AJ953 D:AQJ3 C:7,S:A752 H:2 D:KT5 C:96532,S:KQJ83 H:K8764 D:7 C:AK,S:T H:QT D:98642 C:QJT84,auction_calm
Blackwood,16,S:KQ72 H:Q4 D:AQ84 C:A52,S: H:J9652 D:T963 C:Q743,S:AT643 H:K8 D:KJ5 C:KJ6,S:J985 H:AT73 D:72 C:T98,auction_calm
Blackwood,17,S:KQJ H:AJ4 D:AT53 C:JT8,S:T98762 H:87 D:96 C:K72,S:A53 H:KQ5 D:KQJ874 C:9,S:4 H:T9632 D:2 C:AQ6543,auction_calm
Blackwood,18,S:KT742 H:AK D:A C:KJ863,S: H:QT752 D:QJT2 C:AT95,S:AQJ9853 H:964 D:873 C:,S:6 H:J83 D:K9654 C:Q742,auction_calm
Blackwood,19,S:KQJ H:J97 D:KQJ C:AQJ7,S:98543 H: D:A9862 C:984,S:A7 H:KQT86543 D:4 C:K6,S:T62 H:A2 D:T753 C:T532,auction_calm
Blackwood,20,S:KJ H:AK7532 D:K6 C:873,S:QT2 H: D:Q752 C:KJT952,S:A843 H:QJ986 D:A984 C:,S:9765 H:T4 D:JT3 C:AQ64,auction_calm
Cue-bid,1,S:AQ876 H:73 D:KQJ7 C:Q2,S:42 H:AQT985 D:53 C:AT5,S:KT93 H:64 D:A64 C:KJ98,S:J5 H:KJ2 D:T982 C:7643,auction_1s_2h
Cue-bid,2,S:KQ63 H:A873 D:Q8 C:842,S:752 H:QJT D:T9543 C:76,S:AT984 H:964 D:AK7 C:A5,S:J H:K52 D:J62 C:KQJT93,auction_1s_2c
Cue-bid,3,S:742 H:AK654 D:AJ3 C:43,S:QT963 H:82 D:752 C:AK7,S:85 H:Q973 D:KQ4 C:QJ92,S:AKJ H:JT D:T986 C:T865,auction_1h_1s
Cue-bid,4,S:A3 H:Q874 D:J62 C:8742,S:75 H:92 D:AK5 C:QT9653,S:964 H:AKJ53 D:974 C:AK,S:KQJT82 H:T6 D:QT83 C:J,auction_1h_1s
Cue-bid,5,S:AQ876 H:73 D:KQJ7 C:92,S:4 H:AKT985 D:T2 C:AQJ7,S:KT93 H:64 D:A64 C:T863,S:J52 H:QJ2 D:9853 C:K54,auction_1s_2h
Cue-bid,6,S:843 H:KT64 D:AQ5 C:Q93,S:Q7 H:A D:T98632 C:T862,S:J6 H:QJ975 D:J74 C:AK5,S:AKT952 H:832 D:K C:J74,auction_1h_1s
Cue-bid,7,S:AKT94 H:853 D:653 C:K9,S:2 H:J942 D:987 C:AT754,S:QJ86 H:7 D:AKQ4 C:8632,S:753 H:AKQT6 D:JT2 C:QJ,auction_1h
Cue-bid,8,S:JT98 H:J94 D:A862 C:AJ,S:3 H:762 D:973 C:T98732,S:AKQ642 H:8 D:KQ4 C:KQ5,S:75 H:AKQT53 D:JT5 C:64,auction_1s_2h
Cue-bid,9,S:QJ74 H:KQJT2 D:873 C:T,S:KT52 H:763 D:KT2 C:642,S:86 H:A984 D:9654 C:AQJ,S:A93 H:5 D:AQJ C:K98753,auction_1c
Cue-bid,9,S:QJ74 H:KQJT2 D:873 C:T,S:K9532 H:6 D:KQT2 C:862,S:86 H:A984 D:9654 C:AQJ,S:AT H:753 D:AJ C:K97543,auction_1c_1h_1s
Cue-bid,10,S:A73 H:AK853 D:A6 C:974,S:J852 H:2 D:8 C:AKQJ865,S:KQT6 H:QJ976 D:QJ75 C:,S:94 H:T4 D:KT9432 C:T32,auction_1h_2c
DONT,1,S:A932 H:JT6 D:73 C:KQ65,S:KJ6 H:A53 D:K54 C:AT92,S:54 H:KQ982 D:AJT96 C:3,S:QT87 H:74 D:Q82 C:J874,auction_1nt
DONT,2,S:A92 H:AKJT63 D:73 C:65,S:QJT83 H:4 D:J92 C:KJ84,S:654 H:982 D:A865 C:973,S:K7 H:Q75 D:KQT4 C:AQT2,auction_1nt
DONT,3,S:KJ9 H:A4 D:Q872 C:A965,S:2 H:KJ75 D:T964 C:K843,S:QT854 H:QT982 D:53 C:7,S:A763 H:63 D:AKJ C:QJT2,auction_1nt
DONT,4,S:A975 H:63 D:KQ752 C:65,S:KQT6 H:AQT D:JT3 C:K84,S:83 H:KJ82 D:964 C:AQ73,S:J42 H:9754 D:A8 C:JT92,auction_1nt
DONT,5,S:QJ4 H:74 D:Q75 C:AJ962,S:A8 H:AT5 D:K32 C:KQ874,S:T75 H:KQJ982 D:A96 C:3,S:K9632 H:63 D:JT84 C:T5,auction_1nt
DONT,6,S:T7 H:AJ9742 D:A82 C:KQ,S:K5 H:T D:KJT73 C:87653,S:QJ98643 H:65 D:94 C:T2,S:A2 H:KQ83 D:Q65 C:AJ94,auction_1nt
DONT,7,S:AJ97 H:J73 D:KQ5 C:QJ4,S:T8652 H:T D:JT72 C:A96,S:4 H:KQ9862 D:863 C:T75,S:KQ3 H:A54 D:A94 C:K832,auction_1nt
DONT,8,S:K2 H:63 D:753 C:KJ9653,S:Q6 H:KQ9 D:AJT C:AT742,S:A873 H:J852 D:Q964 C:Q,S:JT954 H:AT74 D:K82 C:8,auction_1nt
DONT,9,S:J4 H:KQJT743 D:75 C:62,S:A96 H:A965 D:AQ C:QT75,S:85 H:82 D:T96 C:AKJ983,S:KQT732 H: D:KJ8432 C:4,auction_1nt
DONT,10,S:KQJ83 H:AT764 D:6 C:K8,S:9542 H:93 D:J83 C:QT62,S:7 H:QJ82 D:KQT74 C:973,S:AT6 H:K5 D:A952 C:AJ54,auction_1nt
DONT,11,S:KJ96 H:K973 D:AQ65 C:8,S:54 H:J52 D:JT743 C:Q42,S:AT32 H:64 D:98 C:KT975,S:Q87 H:AQT8 D:K2 C:AJ63,auction_1nt
DONT,12,S:KT8652 H:J63 D:T5 C:87,S:Q94 H:A42 D:KJ942 C:AK,S:AJ73 H:KQ9 D:AQ86 C:63,S: H:T875 D:73 C:QJT9542,auction_1nt
DONT,13,S:A864 H:QT87 D:K642 C:Q,S:KQT H:AK643 D:AJ C:T42,S:75 H:52 D:Q95 C:AKJ983,S:J932 H:J9 D:T873 C:765,auction_1nt
DONT,14,S:KQ985 H:64 D:86 C:KQ92,S:43 H:K92 D:QT953 C:J73,S:A76 H:QT53 D:J742 C:85,S:JT2 H:AJ87 D:AK C:AT64,auction_1nt
DONT,15,S:87 H:KQJT87 D:965 C:83,S:T94 H:632 D:KQ32 C:JT4,S:AK632 H:94 D:8 C:KQ975,S:QJ5 H:A5 D:AJT74 C:A62,auction_1nt
DONT,16,S:Q9742 H:KT94 D:75 C:42,S:K85 H:Q832 D:KT3 C:AQJ,S:A3 H:J65 D:AQ86 C:K863,S:JT6 H:A7 D:J942 C:T975,auction_1nt
DONT,17,S:T64 H:JT83 D:AJ8 C:A75,S:A83 H:AQ9 D:763 C:KQJ2,S:KQJ975 H:52 D:Q95 C:83,S:2 H:K764 D:KT42 C:T964,auction_1nt
DONT,18,S:8653 H:Q92 D:754 C:Q63,S:KQ7 H:AT653 D:AK3 C:J9,S:AJT H:KJ7 D:QJ96 C:AT7,S:942 H:84 D:T82 C:K8542,auction_1nt
DONT,19,S:J64 H:AT865 D:KQ9 C:K4,S:87 H:Q432 D:AJ7 C:T632,S:KQT932 H:9 D:864 C:975,S:A5 H:KJ7 D:T532 C:AQJ8,auction_1nt
DONT,20,S:QT742 H:KT974 D:5 C:42,S:A65 H:J32 D:KJT73 C:AQ,S:J93 H:A65 D:AQ86 C:K83,S:K8 H:Q8 D:942 C:JT9765,auction_1nt
Drury,1,S:K43 H:AQJ54 D:63 C:T95,S:QJT9762 H: D:J C:KQJ72,S:A5 H:KT83 D:K752 C:843,S:8 H:9762 D:AQT984 C:A6,auction_calm
Drury,2,S:Q874 H:A53 D:KQ3 C:T82,S:32 H:KT8 D:JT542 C:A43,S:AKJ95 H:Q94 D:76 C:965,S:T6 H:J762 D:A98 C:KQJ7,auction_calm
Drury,3,S:AK952 H:K83 D:QJ C:752,S:86 H:QJT95 D:764 C:AQ3,S:QJT7 H:A4 D:KT953 C:94,S:43 H:762 D:A82 C:KJT86,auction_calm
Drury,4,S:A94 H:AJ7 D:KT83 C:T82,S:KQT63 H:92 D:A4 C:J643,S:752 H:KQT63 D:QJ9 C:A7,S:J8 H:854 D:7652 C:KQ95,auction_calm
Drury,5,S:Q84 H:AKJ53 D:82 C:A74,S:AT632 H: D:K965 C:QJ96,S:7 H:Q9864 D:T743 C:K83,S:KJ95 H:T72 D:AQJ C:T52,auction_calm
Drury,6,S:T642 H:KQ5 D:86 C:AQ93,S:A3 H:JT876 D:754 C:KJ6,S:QJ9875 H:A4 D:KQJ C:87,S:K H:932 D:AT932 C:T542,auction_calm
Drury,7,S:KT843 H:J53 D:J76 C:AK,S:A7 H:Q8742 D:AT C:T432,S:QJ96 H:AK D:852 C:9765,S:52 H:T96 D:KQ943 C:QJ8,auction_calm
Drury,8,S:JT96 H:Q8 D:86 C:K8653,S:432 H:AJ653 D:J9 C:A97,S:KQ875 H:K74 D:KQ7 C:T2,S:A H:T92 D:AT5432 C:QJ4,auction_calm
FSF,1,S:KQ92 H:AT6 D:J5 C:K954,S:J43 H:J53 D:K873 C:J82,S:A5 H:KQ982 D:T96 C:A63,S:T876 H:74 D:AQ42 C:QT7,auction_calm
FSF,2,S:K72 H:AJT93 D:Q6 C:953,S:T5 H:K5 D:J9532 C:KQJ6,S:Q986 H:82 D:AK74 C:AT4,S:AJ43 H:Q764 D:T8 C:872,auction_calm
