Lesson,Board,Seat,Fingerprint,Card,Who,Quality,FetchedAt
Partnership-NegativeDoubles,20,W,bbedfe2c9f475744,SK,Simulation (make/set DD),0.7642,2026-08-31T02:45:18Z
Partnership-NegativeDoubles,21,E,ac3e4e3c83db7a68,C7,Simulation (make/set DD),0.6656,2026-08-31T02:45:21Z
Partnership-NegativeDoubles,22,E,4bd41b9f0809ac76,DQ,Simulation (make/set DD),0.8183,2026-08-31T02:45:24Z
Partnership-NegativeDoubles,23,E,498fb3c9ce20d629,D7,Simulation (make/set DD),0.7598,2026-08-31T02:45:27Z
Partnership-NegativeDoubles,24,E,f9552a042ab0aed4,S6,Simulation (make/set DD),0.5303,2026-08-31T02:45:28Z
Partnership-Overcalls,1,E,5bf5048eb141809c,DQ,Simulation (make/set DD),0.8953,2026-08-31T02:45:32Z
Partnership-Overcalls,2,W,583a84ed5dd76fa8,HK,Simulation (make/set DD),0.7458,2026-08-31T02:45:34Z
Partnership-Overcalls,3,E,c32ed6b4344e0cbc,HA,Simulation (make/set DD),0.8447,2026-08-31T02:45:37Z
Partnership-Overcalls,4,E,115b9463668ab70c,D4,Simulation (make/set DD),0.7122,2026-08-31T02:45:39Z
Partnership-Overcalls,5,W,27dca4f82c930b98,HK,Simulation (make/set DD),0.7646,2026-08-31T02:45:44Z
Partnership-Overcalls,6,E,c4b48d4edfabdc06,CQ,Simulation (make/set DD),0.61,2026-08-31T02:45:46Z
Partnership-Overcalls,7,W,1b83bc0332ae09d1,S2,Simulation (make/set DD),0.739,2026-08-31T02:45:49Z
Partnership-Overcalls,8,W,dd28b0d3dc72fb31,S4,Simulation (make/set DD),0.1532,2026-08-31T02:45:50Z
Partnership-Overcalls,9,E,3fddb2c6e0ee3964,D4,Simulation (make/set DD),0.7695,2026-08-31T02:45:52Z
Partnership-Overcalls,10,W,03cc01432f234d1b,H2,Simulation (make/set DD),0.6753,2026-08-31T02:45:53Z
Partnership-Overcalls,11,E,fb56588118fe756a,H3,Simulation (make/set DD),0.7424,2026-08-31T02:45:56Z
Partnership-Overcalls,12,E,2f6ac77cffe05fcf,ST,Simulation (make/set DD),0.8127,2026-08-31T02:45:58Z
Partnership-Overcalls,13,W,6c7aaf6a250dbcd3,H9,Simulation (make/set DD),0.7459,2026-08-31T02:46:05Z
Partnership-Overcalls,14,E,f317e861ba713e02,C5,Simulation (make/set DD),0.7591,2026-08-31T02:46:11Z
Partnership-Overcalls,15,E,2be9f80d47f52849,SK,Simulation (make/set DD),0.5674,2026-08-31T02:46:13Z
Partnership-Overcalls,16,W,50960f619d576d65,HQ,Simulation (make/set DD),0.229,2026-08-31T02:46:14Z
Partnership-Overcalls,17,E,f15351ed4839b938,DJ,Simulation (make/set DD),0.5759,2026-08-31T02:46:18Z
Partnership-Overcalls,18,S,960d079ad5b0704f,C9,Simulation (make/set DD),0.8543,2026-08-31T02:46:25Z
Partnership-Overcalls,19,E,099b22bc62557d2b,CK,Simulation (make/set DD),0.8695,2026-08-31T02:46:27Z
Partnership-Overcalls,20,W,ca789fc6efa3b070,CK,Simulation (make/set DD),0.8951,2026-08-31T02:46:31Z
Partnership-Overcalls,21,N,1e9bcba27b44faff,DK,Simulation (make/set DD),0.8414,2026-08-31T02:46:35Z
Partnership-Overcalls,22,S,524eae502d1eaf13,C8,Simulation (make/set DD),0.8993,2026-08-31T02:46:41Z
Partnership-Overcalls,23,E,8b17b31d297db1f0,H3,Simulation (make/set DD),0.8315,2026-08-31T02:46:46Z
Partnership-Overcalls,24,E,63b29548cb2b4753,S4,Simulation (make/set DD),0.816,2026-08-31T02:46:50Z
Partnership-RomanKeyCard,1,E,6a8e2ee955db1be6,HQ,Simulation (make/set DD),0.7296,2026-08-31T02:46:53Z
Partnership-RomanKeyCard,2,W,d6736d6bb794c952,CT,Simulation (make/set DD),0.6818,2026-08-31T02:46:55Z
Partnership-RomanKeyCard,3,W,10400a76f195f010,C7,Simulation (make/set DD),0.7233,2026-08-31T02:46:57Z
Partnership-RomanKeyCard,4,W,96c6f806fb65b0f8,C4,Simulation (make/set DD),0.588,2026-08-31T02:46:59Z
Partnership-RomanKeyCard,5,E,bd98deacb58560e4,H4,Simulation (make/set DD),0.5458,2026-08-31T02:47:01Z
Partnership-RomanKeyCard,6,E,cbe8a475f3475ced,C7,Simulation (make/set DD),0.6143,2026-08-31T02:47:03Z
Partnership-RomanKeyCard,7,E,2e48055ffca2dc87,HA,Simulation (make/set DD),0.3893,2026-08-31T02:47:04Z
Partnership-RomanKeyCard,8,W,6870f9defa0011ea,C4,NN - bad quality samples,-1,2026-08-31T02:47:06Z
Partnership-RomanKeyCard,9,W,649e36b2560ef75b,DA,NN - bad quality samples,-1,2026-08-31T02:47:07Z
Partnership-RomanKeyCard,10,E,178d85cb811e36c5,D5,Simulation (make/set DD),0.1896,2026-08-31T02:47:09Z
Partnership-RomanKeyCard,11,W,7f71437d2059428d,H6,Simulation (make/set DD),0.5361,2026-08-31T02:47:11Z
Partnership-RomanKeyCard,12,E,d8269abfadaf40cf,HK,NN - bad quality samples,-1,2026-08-31T02:47:13Z
Partnership-RomanKeyCard,13,W,c6f386f9fa874d1a,CQ,NN - bad quality samples,-1,2026-08-31T02:47:15Z
Partnership-RomanKeyCard,14,E,304aa4024729aff4,SQ,Simulation (make/set DD),0.6748,2026-08-31T02:47:19Z
Partnership-RomanKeyCard,15,E,e0bc326ae1974d3c,C4,Simulation (make/set DD),0.6939,2026-08-31T02:47:20Z
Partnership-RomanKeyCard,16,W,2cd15648af3388ac,S9,Simulation (make/set DD),0.7103,2026-08-31T02:47:22Z
Partnership-RomanKeyCard,17,E,ae5254de99164bd8,CK,NN - bad quality samples,-1,2026-08-31T02:47:23Z
Partnership-RomanKeyCard,18,W,c4b5860c4de30041,DJ,Simulation (make/set DD),0.4802,2026-08-31T02:47:26Z
Partnership-RomanKeyCard,19,W,0653da151a5b262e,D2,Simulation (make/set DD),0.4647,2026-08-31T02:47:28Z
Partnership-RomanKeyCard,20,E,95e383f97672750e,DQ,Simulation (make/set DD),0.7504,2026-08-31T02:47:39Z
Partnership-RomanKeyCard,21,E,6dbb27ec6309b37a,S9,Simulation (make/set DD),0.7211,2026-08-31T02:47:42Z
Partnership-RomanKeyCard,22,W,6e65f8cf12a6127e,CJ,Simulation (make/set DD),0.5118,2026-08-31T02:47:46Z
Partnership-RomanKeyCard,23,W,18013fce5ce1a26d,CJ,Simulation (make/set DD),0.5277,2026-08-31T02:47:50Z
Partnership-RomanKeyCard,24,W,4873422c872542f1,D4,Simulation (make/set DD),0.6611,2026-08-31T02:47:53Z
Partnership-StaymanTransfers,1,E,ae44806d290d7142,S4,Simulation (make/set DD),0.8953,2026-08-31T02:47:58Z
Partnership-StaymanTransfers,2,W,5a688397745296ec,DJ,Simulation (make/set DD),0.7953,2026-08-31T02:48:00Z
Partnership-StaymanTransfers,3,E,96e8733be7fdcb7f,C5,Simulation (make/set DD),0.794,2026-08-31T02:48:03Z
Partnership-StaymanTransfers,4,W,790a7d49d7feda04,H3,Simulation (make/set DD),0.8025,2026-08-31T02:48:12Z
Partnership-StaymanTransfers,5,E,a16efad509f8fa7e,S3,Simulation (make/set DD),0.831,2026-08-31T02:48:17Z
Partnership-StaymanTransfers,6,W,9140c731a751944d,H3,Simulation (make/set DD),0.8725,2026-08-31T02:48:23Z
Partnership-StaymanTransfers,7,E,d33f6a16470a4192,DJ,Simulation (make/set DD),0.8475,2026-08-31T02:48:29Z
Partnership-StaymanTransfers,8,W,12c287c216c82685,H5,Simulation (make/set DD),0.8733,2026-08-31T02:48:33Z
Partnership-StaymanTransfers,9,E,fd3d8a2bb9b03482,CK,Simulation (make/set DD),0.8198,2026-08-31T02:48:37Z
Partnership-StaymanTransfers,10,W,8d4ace7fec292044,DQ,Simulation (make/set DD),0.8538,2026-08-31T02:48:43Z
Partnership-StaymanTransfers,11,E,b6260ab64f664fdd,CT,Simulation (make/set DD),0.5124,2026-08-31T02:48:45Z
Partnership-StaymanTransfers,12,W,8a9b5db2371bbb56,C4,Simulation (make/set DD),0.7919,2026-08-31T02:48:52Z
Partnership-StaymanTransfers,13,W,fbf095dc43dbea79,D3,Simulation (make/set DD),0.6432,2026-08-31T02:48:55Z
Partnership-StaymanTransfers,14,W,87909b7f796aa789,SJ,Simulation (make/set DD),0.787,2026-08-31T02:49:01Z
Partnership-StaymanTransfers,15,E,c86de5d0235acfd2,C5,Simulation (make/set DD),0.6415,2026-08-31T02:49:03Z
Partnership-StaymanTransfers,16,E,22e59111fa3fe900,CK,NN - bad quality samples,-1,2026-08-31T02:49:04Z
Partnership-StaymanTransfers,17,W,40f121911f5d5ebf,CK,Simulation (make/set DD),0.8677,2026-08-31T02:49:08Z
Partnership-StaymanTransfers,18,W,b1ba91746581598c,C4,Simulation (make/set DD),0.5404,2026-08-31T02:49:10Z
Partnership-StaymanTransfers,19,W,0876e9651b8cf079,HJ,Simulation (make/set DD),0.808,2026-08-31T02:49:12Z
Partnership-StaymanTransfers,20,W,b9d05b4334f3b440,ST,NN - bad quality samples,-1,2026-08-31T02:49:14Z
Partnership-StaymanTransfers,21,E,8f981941c218b025,HJ,Simulation (make/set DD),0.8217,2026-08-31T02:49:17Z
Partnership-StaymanTransfers,22,W,84e947a2f8dc2423,HT,Simulation (make/set DD),0.7881,2026-08-31T02:49:31Z
Partnership-StaymanTransfers,23,E,d8f4aba3382f96c8,H2,Simulation (make/set DD),0.8366,2026-08-31T02:49:35Z
Partnership-StaymanTransfers,24,W,f69376861ad2d40c,H2,Simulation (make/set DD),0.8081,2026-08-31T02:49:39Z
Partnership-TwoClub,1,E,a735da6e46cbf498,DK,Simulation (make/set DD),0.8385,2026-08-31T02:49:42Z
Partnership-TwoClub,2,W,d3205f251603cf60,D3,Simulation (make/set DD),0.8605,2026-08-31T02:49:47Z
Partnership-TwoClub,3,E,3f0b29b7ac63578b,CQ,Simulation (make/set DD),0.7681,2026-08-31T02:49:49Z
Partnership-TwoClub,4,W,e7070b9c0943fa5f,S7,Simulation (make/set DD),0.7704,2026-08-31T02:49:51Z
Partnership-TwoClub,5,E,974a7638cff41526,HJ,Simulation (make/set DD),0.7794,2026-08-31T02:49:55Z
Partnership-TwoClub,6,W,a71f46bacc091170,ST,Simulation (make/set DD),0.7266,2026-08-31T02:49:58Z
Partnership-TwoClub,7,W,5bb4604281356765,SJ,Simulation (make/set DD),0.7242,2026-08-31T02:50:00Z
Partnership-TwoClub,8,E,f7a8a659ebf36ab1,H3,Simulation (make/set DD),0.6375,2026-08-31T02:50:05Z
Partnership-TwoClub,9,W,d9d8be8df9fb8274,CA,Simulation (make/set DD),0.7362,2026-08-31T02:50:06Z
Partnership-TwoClub,10,E,6cc76f2d0a4dda60,S7,Simulation (make/set DD),0.7508,2026-08-31T02:50:10Z
Partnership-TwoClub,11,E,9af86718e34bb9d0,S4,Simulation (make/set DD),0.8068,2026-08-31T02:50:15Z
Partnership-TwoClub,12,E,71e392a332ce7a11,H4,Simulation (make/set DD),0.7977,2026-08-31T02:50:21Z
Partnership-TwoClub,13,E,2c56212d1182df64,DJ,Simulation (make/set DD),0.7811,2026-08-31T02:50:25Z
Partnership-TwoClub,14,W,af64b93221afa9fe,S5,Simulation (make/set DD),0.751,2026-08-31T02:50:27Z
Partnership-TwoClub,15,E,5ece5485c84fdd5d,DA,Simulation (make/set DD),0.6951,2026-08-31T02:50:30Z
Partnership-TwoClub,16,W,cb86ad6c1ed9c241,HQ,Simulation (make/set DD),0.7584,2026-08-31T02:50:35Z
Partnership-TwoClub,17,W,96a284145f59f3ea,C7,Simulation (make/set DD),0.7699,2026-08-31T02:50:38Z
Partnership-TwoClub,18,E,96c0575a6ed99b95,DJ,NN - bad quality samples,-1,2026-08-31T02:50:39Z
Partnership-TwoClub,19,W,24b27bee4eed5323,CJ,NN - bad quality samples,-1,2026-08-31T02:50:41Z
Partnership-TwoClub,20,W,828babed6184e33b,H3,Simulation (make/set DD),0.7777,2026-08-31T02:50:47Z
Partnership-TwoClub,21,W,c5336dbea9179243,S4,Simulation (make/set DD),0.7534,2026-08-31T02:50:49Z
Partnership-TwoClub,22,W,2732dcdb254499d9,S4,Simulation (make/set DD),0.8655,2026-08-31T02:50:56Z
Partnership-TwoClub,23,W,bf3f605b048a4683,H6,Simulation (make/set DD),0.5221,2026-08-31T02:51:00Z
Partnership-TwoClub,24,E,fc95dd3a3614dd8b,SK,Simulation (make/set DD),0.7068,2026-08-31T02:51:03Z
Partnership-WeakTwos,1,E,17a53e901f9daa36,DJ,Simulation (make/set DD),0.857,2026-08-31T02:51:07Z
Partnership-WeakTwos,2,E,c056ef6f04161a6c,DQ,Simulation (make/set DD),0.7782,2026-08-31T02:51:14Z
Partnership-WeakTwos,3,E,109ca1b45af0a3f5,DQ,Simulation (make/set DD),0.824,2026-08-31T02:51:17Z
Partnership-WeakTwos,4,W,5f6629050c5f5296,HJ,Simulation (make/set DD),0.8315,2026-08-31T02:51:19Z
Partnership-WeakTwos,5,E,1769535a2009cd7d,SK,Simulation (make/set DD),0.8234,2026-08-31T02:51:20Z
Partnership-WeakTwos,6,W,9ee6361dd7b86fe9,DK,Simulation (make/set DD),0.8228,2026-08-31T02:51:22Z
Partnership-WeakTwos,7,E,15697bf9764dfc51,SJ,Simulation (make/set DD),0.77,2026-08-31T02:51:25Z
Partnership-WeakTwos,8,W,7c5f16b42c158a7b,CT,Simulation (make/set DD),0.763,2026-08-31T02:51:31Z
Partnership-WeakTwos,9,W,97bfe0b54bc5c2f9,S9,Simulation (make/set DD),0.744,2026-08-31T02:51:34Z
Partnership-WeakTwos,10,W,6e69e2ac79c1d069,SQ,Simulation (make/set DD),0.8087,2026-08-31T02:51:36Z
Partnership-WeakTwos,11,W,4f336daa1ea80b56,DK,Simulation (make/set DD),0.734,2026-08-31T02:51:38Z
Partnership-WeakTwos,12,W,84e62f805f6c6ffa,D4,Simulation (make/set DD),0.8003,2026-08-31T02:51:40Z
Partnership-WeakTwos,13,E,b076f825c9f1ec03,DJ,Simulation (make/set DD),0.7051,2026-08-31T02:51:43Z
Partnership-WeakTwos,14,E,14ee2879afe909b6,SK,Simulation (make/set DD),0.7306,2026-08-31T02:51:46Z
Partnership-WeakTwos,15,W,d9dc38ffbad81e2c,CK,Simulation (make/set DD),0.7281,2026-08-31T02:51:49Z
Partnership-WeakTwos,16,W,26eaaaa8036a5eef,HK,Simulation (make/set DD),0.8433,2026-08-31T02:51:50Z
Partnership-WeakTwos,17,E,76df59ef7829de66,D4,Simulation (make/set DD),0.8073,2026-08-31T02:51:53Z
Partnership-WeakTwos,18,W,c2fed6a894a7fc9f,SA,Simulation (make/set DD),0.8445,2026-08-31T02:51:54Z
Partnership-WeakTwos,19,W,a4319f4c2cd4bd11,C6,Simulation (make/set DD),0.5986,2026-08-31T02:51:56Z
Partnership-WeakTwos,20,W,7d99ac7c35607e40,DQ,Simulation (make/set DD),0.7409,2026-08-31T02:52:00Z
Partnership-WeakTwos,21,E,f758a1eef5438c26,DK,Simulation (make/set DD),0.7948,2026-08-31T02:52:03Z
Partnership-WeakTwos,22,E,e90d8fad593b2f14,CA,Simulation (make/set DD),0.8517,2026-08-31T02:52:05Z
Partnership-WeakTwos,23,W,a51d710558c76cb2,S9,Simulation (make/set DD),0.6884,2026-08-31T02:52:07Z
Partnership-WeakTwos,24,E,b9069767856d5199,HK,Simulation (make/set DD),0.7463,2026-08-31T02:52:15Z
Preempt,1,W,050b002838219e19,CQ,Simulation (make/set DD),0.8106,2026-08-31T02:52:16Z
Preempt,2,E,9f012b43572d6ada,HA,Simulation (make/set DD),0.812,2026-08-31T02:52:17Z
Preempt,3,W,53ac9fa9d128eb86,DK,Simulation (make/set DD),0.8316,2026-08-31T02:52:18Z
Preempt,4,E,f97fb5fb0f41f7fb,DK,Simulation (make/set DD),0.8431,2026-08-31T02:52:20Z
Preempt,5,W,6ca3ab4d9b5c8166,CT,Simulation (make/set DD),0.7822,2026-08-31T02:52:21Z
Preempt,6,E,bff216069f122a1e,CJ,NN - bad quality samples,-1,2026-08-31T02:52:22Z
Preempt,7,S,a7cc8899802613ab,HK,Simulation (make/set DD),0.7831,2026-08-31T02:52:27Z
Preempt,8,E,d13de8d2cbf8d660,SA,Simulation (make/set DD),0.8197,2026-08-31T02:52:29Z
Preempt,9,S,834b6c001bcda8bd,S9,Simulation (make/set DD),0.7387,2026-08-31T02:52:32Z
Preempt,10,E,1abadb3db0b496f3,DA,Simulation (make/set DD),0.8463,2026-08-31T02:52:33Z
Preempt,11,W,677f82eb94247b7f,H2,Simulation (make/set DD),0.8283,2026-08-31T02:52:35Z
Preempt,12,E,6ebbc253499e579e,C3,Simulation (make/set DD),0.8595,2026-08-31T02:52:36Z
Reverse,1,W,8353c2064076b305,H8,Simulation (make/set DD),0.8474,2026-08-31T02:53:06Z
Reverse,2,W,5ec9afb2fb7d66c6,D8,Simulation (make/set DD),0.8759,2026-08-31T02:53:10Z
Reverse,3,W,7f276da0096dcc38,S2,Simulation (make/set DD),0.7471,2026-08-31T02:53:14Z
Reverse,4,W,537b0b4a0b3b8692,H6,Simulation (make/set DD),0.6841,2026-08-31T02:53:15Z
Reverse,5,E,b7bd6217a6c7c99c,DK,Simulation (make/set DD),0.784,2026-08-31T02:53:19Z
Reverse,6,W,ea9ca5cfdb8f83c0,S9,Simulation (make/set DD),0.7894,2026-08-31T02:53:24Z
Reverse,7,E,a6d83a3456d1df6c,DJ,Simulation (make/set DD),0.7335,2026-08-31T02:53:26Z
Reverse,8,W,5d1702f32a3d8f8e,C4,Simulation (make/set DD),0.8439,2026-08-31T02:53:30Z
Reverse,9,W,9a4b0830e9172e8a,SJ,Simulation (make/set DD),0.7531,2026-08-31T02:53:33Z
Reverse,10,W,684ea58f66683626,S4,Simulation (make/set DD),0.7419,2026-08-31T02:53:44Z
Reverse,11,W,d914db3dccb5e629,CK,Simulation (make/set DD),0.5621,2026-08-31T02:53:46Z
Reverse,12,E,9d16505986ab1095,H4,Simulation (make/set DD),0.6594,2026-08-31T02:53:49Z
Reverse,13,E,8e07d5ba90314476,SQ,Simulation (make/set DD),0.572,2026-08-31T02:53:51Z
Reverse,14,W,02e9546c5403d79c,C7,Simulation (make/set DD),0.9016,2026-08-31T02:53:59Z
Roman,1,W,5e167760fc6947ca,CK,Simulation (make/set DD),0.6417,2026-08-31T02:54:00Z
Roman,2,W,2591327f24613ece,DK,NN - bad quality samples,-1,2026-08-31T02:54:02Z
Roman,3,E,69f35debdecafae4,H2,Simulation (make/set DD),0.6734,2026-08-31T02:54:06Z
Roman,4,W,96bce1487253c952,C4,Simulation (make/set DD),0.5461,2026-08-31T02:54:10Z
Roman,5,E,6c03651c59c35633,C8,Simulation (make/set DD),0.5069,2026-08-31T02:54:13Z
Roman,6,W,8712719d859488c3,S7,Simulation (make/set DD),0.6753,2026-08-31T02:54:16Z
Roman,7,E,e7ef35fafe8f00db,DK,NN - bad quality samples,-1,2026-08-31T02:54:18Z
Roman,8,E,25304bf17fc73d03,S3,Simulation (make/set DD),0.3296,2026-08-31T02:54:19Z
Roman,9,W,38c372e15cb4ee11,CA,Simulation (make/set DD),0.6342,2026-08-31T02:54:21Z
Roman,10,E,2d40cfff8b007d2b,DJ,Simulation (make/set DD),0.7134,2026-08-31T02:54:25Z
Roman,11,W,99ecd9d5a1a20c2b,CA,NN - bad quality samples,-1,2026-08-31T02:54:27Z
Roman,12,E,1b4a73af3a2e124f,C5,Simulation (make/set DD),0.5138,2026-08-31T02:54:29Z
Roman,13,W,1490cfdcda68ff12,S4,Simulation (make/set DD),0.5931,2026-08-31T02:54:32Z
Roman,14,W,7b5b8e0119fb02fe,CJ,Simulation (make/set DD),0.5578,2026-08-31T02:54:35Z
Roman,15,E,e1bd69775f517ac7,SK,NN - bad quality samples,-1,2026-08-31T02:54:36Z
Roman,16,W,98e46e264bc035c3,H3,NN - bad quality samples,-1,2026-08-31T02:54:38Z
Roman,17,W,1f00262027ed4928,HK,Simulation (make/set DD),0.6103,2026-08-31T02:54:43Z
Roman,18,E,a2d7f911e67f4119,DT,NN - bad quality samples,-1,2026-08-31T02:54:45Z
Roman,19,E,1465a5c37078c797,D5,NN - bad quality samples,-1,2026-08-31T02:54:47Z
Roman,20,W,f4e4fe737f6498a3,D3,Simulation (make/set DD),0.5719,2026-08-31T02:54:49Z
Stayman,1,E,049009c62f0edca4,H3,Simulation (make/set DD),0.9162,2026-08-31T02:54:52Z
Stayman,2,E,d971ab8019719fdf,S8,Simulation (make/set DD),0.7952,2026-08-31T02:54:59Z
Stayman,3,E,f123e0652acc6962,H3,Simulation (make/set DD),0.8846,2026-08-31T02:55:07Z
Stayman,4,E,e307b5e936bff1cf,C4,Simulation (make/set DD),0.9078,2026-08-31T02:55:14Z
Stayman,5,E,db2474d5525c811a,DJ,Simulation (make/set DD),0.8762,2026-08-31T02:55:20Z
Stayman,6,E,e136419920ffc33a,C7,Simulation (make/set DD),0.8212,2026-08-31T02:55:24Z
Stayman,7,E,7b76503e4e943796,C7,Simulation (make/set DD),0.4065,2026-08-31T02:55:26Z
Stayman,8,E,c297746eb0e54c36,DJ,Simulation (make/set DD),0.8759,2026-08-31T02:55:32Z
Stayman,9,W,0e7745282ebd7f3f,DK,Simulation (make/set DD),0.6775,2026-08-31T02:55:34Z
Stayman,10,E,d6ee10794494f341,H4,Simulation (make/set DD),0.8764,2026-08-31T02:55:41Z
Stayman,11,W,631ddc6218b9ddff,CJ,Simulation (make/set DD),0.6338,2026-08-31T02:55:42Z
Stayman,12,W,08ba3bbea3a4220e,H6,Simulation (make/set DD),0.8168,2026-08-31T02:55:53Z
Stayman,13,W,15eda87397a3e15b,C3,Simulation (make/set DD),0.8147,2026-08-31T02:56:02Z
Stayman,14,W,98a413238e7218ca,D2,Simulation (make/set DD),0.8076,2026-08-31T02:56:06Z
Stayman,15,W,6ac25acfb630f511,CJ,Simulation (make/set DD),0.7925,2026-08-31T02:56:10Z
Stayman,16,W,92bdb3f372692866,C5,Simulation (make/set DD),0.7755,2026-08-31T02:56:13Z
Stayman,17,W,f2c2784038fe3a1d,D4,Simulation (make/set DD),0.5036,2026-08-31T02:56:15Z
Stayman,18,E,9b13779ec5912cf2,DJ,Simulation (make/set DD),0.4195,2026-08-31T02:56:17Z
Stayman,19,W,c8e74e1df05379f8,DT,Simulation (make/set DD),0.7793,2026-08-31T02:56:22Z
Stayman,20,W,7a5a0d2e6b07e42d,DK,Simulation (make/set DD),0.8038,2026-08-31T02:56:25Z
Stayman,21,E,27b5707595006b91,H7,Simulation (make/set DD),0.7636,2026-08-31T02:56:27Z
Stayman,22,E,1360e3d7ad7144f7,CK,Simulation (make/set DD),0.783,2026-08-31T02:56:31Z
Stayman,23,E,ea56ee8ed97aa255,H7,Simulation (make/set DD),0.8353,2026-08-31T02:56:37Z
Stayman,24,W,8d8a06ca3488b851,S3,Simulation (make/set DD),0.4098,2026-08-31T02:56:38Z
Stayman,25,E,bbbe63b82e665ea5,DK,Simulation (make/set DD),0.5321,2026-08-31T02:56:40Z
Takeout,1,E,df147fec4bd8d001,H2,Simulation (make/set DD),0.767,2026-08-31T02:56:45Z
Takeout,2,E,4a1fb0926deb0049,DK,Simulation (make/set DD),0.734,2026-08-31T02:56:49Z
Takeout,3,E,a156c4c07ef2f8d4,DA,Simulation (make/set DD),0.8036,2026-08-31T02:56:51Z
Takeout,4,E,8782107b2df63ad0,HK,Simulation (make/set DD),0.7953,2026-08-31T02:57:02Z
Takeout,5,E,3aba6c312caba6e9,HK,Simulation (make/set DD),0.706,2026-08-31T02:57:04Z
Takeout,6,W,565cd5bb3c9fff74,D5,Simulation (make/set DD),0.6595,2026-08-31T02:57:07Z
Takeout,7,E,8eeb17646dd7b66a,D7,Simulation (make/set DD),0.8098,2026-08-31T02:57:22Z
Takeout,8,E,947325a0bc9126ec,CJ,Simulation (make/set DD),0.6972,2026-08-31T02:57:37Z
Takeout,9,W,a32b1928c7c4e0fb,ST,Simulation (make/set DD),0.7344,2026-08-31T02:57:46Z
Takeout,10,E,59c8318b7925b69a,SJ,Simulation (make/set DD),0.7864,2026-08-31T02:57:51Z
Takeout,11,E,bf0eecfb355fd090,SK,Simulation (make/set DD),0.7492,2026-08-31T02:57:55Z
Takeout,12,W,bbeaa0378995fdf3,D3,Simulation (make/set DD),0.7897,2026-08-31T02:57:57Z
Takeout,13,W,9c160cf67bfd4c32,CT,Simulation (make/set DD),0.7286,2026-08-31T02:57:58Z
Takeout,14,W,eb74a7f3b56e16e3,S4,Simulation (make/set DD),0.7334,2026-08-31T02:58:01Z
Takeout,15,W,ffbb5041efa0ac19,HK,Simulation (make/set DD),0.7342,2026-08-31T02:58:07Z
Takeout,16,W,74d4bd3259e667d0,SQ,Simulation (make/set DD),0.7215,2026-08-31T02:58:11Z
Takeout,17,W,9398564b55f459ed,HK,Simulation (make/set DD),0.5877,2026-08-31T02:58:15Z
Takeout,18,W,efeef577f0ee4b26,H6,Simulation (make/set DD),0.8284,2026-08-31T02:58:23Z
Takeout,19,E,a27e91da1b262667,D6,Simulation (make/set DD),0.7497,2026-08-31T02:58:26Z
Takeout,20,E,4cdc151e1075d20b,HJ,Simulation (make/set DD),0.727,2026-08-31T02:58:29Z
Takeout,21,W,0f0fbcb4521eba65,DK,Simulation (make/set DD),0.6137,2026-08-31T02:58:33Z
Takeout,22,W,e61ffe882e17da42,DK,Simulation (make/set DD),0.8126,2026-08-31T02:58:35Z
Takeout,23,N,f538682ae33417a6,D6,Simulation (make/set DD),0.5453,2026-08-31T02:58:37Z
Takeout,24,E,a3452c11fc6946c7,D4,Simulation (make/set DD),0.5622,2026-08-31T02:58:40Z
Takeout,25,N,cba26dd6fd5fcc6e,C7,Simulation (make/set DD),0.7552,2026-08-31T02:58:42Z
Transfers,1,E,6e00ca3e9d1cef16,CK,Simulation (make/set DD),0.8984,2026-08-31T02:58:45Z
Transfers,2,E,f07d9a97f735c3ba,C8,Simulation (make/set DD),0.7741,2026-08-31T02:58:57Z
Transfers,3,E,3241410e3840463c,DT,Simulation (make/set DD),0.7846,2026-08-31T02:59:09Z
Transfers,4,E,5e712cf7a9eaf64f,D4,Simulation (make/set DD),0.7834,2026-08-31T02:59:17Z
Transfers,5,E,6735987092f37836,CJ,Simulation (make/set DD),0.7848,2026-08-31T02:59:20Z
Transfers,6,W,7b4d84a69e32e7b8,DJ,Simulation (make/set DD),0.7971,2026-08-31T02:59:25Z
Transfers,7,W,9eabc9b0ef97c77d,ST,Simulation (make/set DD),0.5161,2026-08-31T02:59:27Z
Transfers,8,E,44a3866931d147cd,H9,Simulation (make/set DD),0.846,2026-08-31T02:59:32Z
Transfers,9,E,4b9dac3130f33375,C8,Simulation (make/set DD),0.7387,2026-08-31T02:59:35Z
Transfers,10,E,bd993ab53a5a0b80,HT,Simulation (make/set DD),0.8493,2026-08-31T02:59:42Z
Transfers,11,W,2107c1ad40504ce4,C6,Simulation (make/set DD),0.7837,2026-08-31T02:59:44Z
Transfers,12,W,6bea07902627c445,C2,Simulation (make/set DD),0.8071,2026-08-31T02:59:51Z
Transfers,13,W,028f273be55683cb,D2,Simulation (make/set DD),0.8316,2026-08-31T02:59:54Z
Transfers,14,W,d45f97bcced1eac3,CT,Simulation (make/set DD),0.7916,2026-08-31T03:00:05Z
Transfers,15,W,d3f6268c961df561,SK,Simulation (make/set DD),0.7737,2026-08-31T03:00:11Z
Transfers,16,W,6fd2f3c737f421dc,C4,Simulation (make/set DD),0.754,2026-08-31T03:00:15Z
Transfers,17,W,08c22303587b6849,S3,Simulation (make/set DD),0.8133,2026-08-31T03:00:19Z
Transfers,18,W,af9536c01800f538,H7,Simulation (make/set DD),0.7439,2026-08-31T03:00:23Z
